label,comments,ID,id
0,thầy biết kinh doanh giữ,312.0,
0,thích chuyển khoản,313.0,
0,tùy tâm năm chăm,314.0,
0,giám đốc cty này làm ăn đc nhỉ,315.0,
0,thầy là bậc thầy thu hút vốn kkk,316.0,
2,toàn sư hổ mang,317.0,
0,thợ tu đừng nôn nóng từ từ rồi em nào cũng có đừng chen lấn em có ko,318.0,
2,ma này thuyết giản chưa đi tu đã đi massage 2 3 em mas,319.0,
4,nhìn cái kiểu cười thấy gớm,320.0,
0,sợ thật,321.0,
0,họ thích suy thoái quá,322.0,
4,nhìn cái miệng là biết ăn tạp rồi,323.0,
1,tu dạo [tao dụ],324.0,
0,ngta tuỳ hỷ ai muốn cúng thì cúng; tiền đó cũng mua lại máy tặng lại người khác. chứ ai  username  anh năm mực; kêu gọi suốt bị cô hằng chửi ko còn cái gì.,325.0,
0,thầy có điệu cười bá đạo quá,326.0,
0,phàm phu tranh thủ hốt cú chót.,327.0,
0,mấy khầy giờ nổi  username g quá,328.0,
0,đề nghị công an vào cuộc …,329.0,
0,thầy cằng,330.0,
0, username  vào cúng cái giường đi,331.0,
0,đường tình thì khầy thua  username ng đường kiếm ăn khầy chấp hết,332.0,
2,khầy lừa đảo!,333.0,
4,khôn  username  thằng heo nái,334.0,
0,thích thì bào mới đúng,335.0,
0,quá êm,336.0,
4,nhìn mặt  username  mấy thằng lừa đảo vậy mà cũng có người nghe hay thật,337.0,
1,địt bà nhà thầy.,338.0,
2, username  thầy mõm a ạ :)))),339.0,
0,cúng vườn đi mấy con cúng nhiều nhiều vào,340.0,
1,cái mặt  username  đầu kặt mà thầy con mẹ gì,341.0,
0,thic đủ thứ,342.0,
0,kinhkong mặc áo cà sa,343.0,
0,ông hoàng ma két tinh,344.0,
0,sớm muộn cũng lộ thôi mà,345.0,
2,tởm lợm với nhiều sư xàm,346.0,
4,há miệng mắc quai luôn=)). lỡ nhận rồi =)),347.0,
0,tâm sinh tướng )()(),348.0,
0,rồi có ai chuyển khoản chưa?,349.0,
0,thà k tu chứ đi tu mà kiểu nay tội lút đầu,350.0,
0,cáo già !,351.0,
1,thầy đb,352.0,
0,chuyện khó vậy khầy cũng nghĩ ra,353.0,
0,vậy là kinh doanh....ka ka.,354.0,
0,thích đủ thứ,355.0,
0,ai cung thì cung tuy hy ma ko sao thay nuôi bao nhiêu cứ già đc,356.0,
2,vô liêm sỉ,357.0,
0,cao minh! thật cao minh. tu sĩ thời đại 5gờ.,358.0,
0,thích tao lao,359.0,
0, username  khi nào ae ta mới học được quả đòn này của thầy kkkkk,360.0,
0,sao giờ tui dị ứng lũ này thế ko biết,361.0,
0,thì ra tên thật của chú em là “ hồ răng ham “,362.0,
4,mặt thằng này mà tu ji nhìn là thấy méo có thiện cảm rồi,363.0,
0,con xin cúng cái kí,364.0,
0, username  toang khầy rồi a,365.0,
2,mấy ông này làm tiền chứ sư sãi j .,366.0,
4,béo  username  con lợn . hốc tốt ngủ tốt,367.0,
0,lạy hồn…,368.0,
0,vì sao fb zutubi xoay chiều về ..nhà tu hành khất thực. thich mình tuệ ....,369.0,
0,lộ liễu,370.0,
0,ẩu quá khầy ơi,371.0,
0,nhất thầy,372.0,
4,mặt thằng ma tăng này xấu xí,373.0,
1,má nó ăn nói hàm hồ,374.0,
1,thích ngậm c..ứ..t. hợp hơn,375.0,
4,nhìn cái bộ nhá là ko thẩm nổi.,376.0,
0, username  nẹ; chuẩn bị thầy đc gặt quả r; quả đắng hay ngọt thì chưa biết,377.0,
4,mồm  username  cái khau hót,378.0,
4,béo múp đầu trạch,379.0,
4,cái tướng cười quá dả tạo,380.0,
2,"""bộ nhá"" này ăn ko chừa cái j",381.0,
0,đăng thanh  username  nhìn giống lắm luôn nha,382.0,
0, username  ư là trời,383.0,
0,chuyển cho ổng 1k đc r,384.0,
4,miệng thầy hơi bị rộng.,385.0,
0, username  do ngày bé khầy ăn nhìu á,386.0,
2,thằng 3 chợn,387.0,
0,ủa ủa che chị vậy để tao chuyển cho vài tỷ,388.0,
0,50 ngàn máy mỗi người 100k thôi thầy bỏ túi 5 tỷ quá ghê gớm đúng là nam mô bổn sư thích carl mony.. có khác,389.0,
0,ck cho nó 1k,390.0,
0,thích nhuận cức,391.0,
0,thời mạt pháp,392.0,
1,thằng lồn.,393.0,
0,bỏ cái áo cà sa đi; nhìn thầy giống tướng cướp hơn...,394.0,
0,thích đủ thứ hã,395.0,
0,khầy chu đáo gớm ;có qr luôn .kkk,396.0,
0,mô phật suy nghĩ cao siêu đấy,397.0,
2,nhìn  username  thằng trốn trại.,398.0,
0,khầy quả là cao siêu mà . kkkkkkk,399.0,
1,trông sư chán đời vđ,400.0,
0,thầy khoái khầy cười híp mắt luôn,401.0,
4,cứ lướt thấy cái mỏ cá trên ông này là tui nổi bồ đề gai,402.0,
0,thích sổ đỏ,403.0,
2,ma tăng,404.0,
2,nhìn mặt và thái độ cách ăn nói... là biết ngay khầy lừa đảo chứ tu hành gì.,405.0,
2,đời lắm thằng bá dơ,406.0,
0,thả con tép bắt con tôm. mấy người già thường hay bị dụ.,407.0,
2,nghề tu hành đang hót k làm mà vẫn có đớp,408.0,
2,chùa ko có tiền lấy gì có tiền mà xây cho đẹp tụi m bớt dã tạo đi chùa ko đẹp bọn m có đi không ? hay bọn m củng chỉ chọn chùa đẹp mới đi,409.0,
0, username  m có cúng ko mà ý kiến,410.0,
0,lương quang  username  mới ck thấy 5k,411.0,
0,à rồi,412.0,
0,thích car money benggggg,413.0,
0,khó qua ải cơm áo gạo tiền,414.0,
0,a di đà phật...,415.0,
0,phật thích car money,416.0,
2,=)) thầy đớp kỹ,417.0,
1,khầy  username  lol,418.0,
1,thồn lầy chơi dơ vậy,419.0,
0,clm thầy khôn v,420.0,
2,tướng rượu thịt,421.0,
0,thợ chuyên nghiệp thật,422.0,
0,khứa này thì cười suốt; còn khứa thích cẳng quang thì nói ba láp ba xàm thấy cũng vui vui,423.0,
1,mặt  username  mặt lol,424.0,
1,thầy này trông mặt không khác gì cái lon trâu,425.0,
4,thầy được cái xấu trai và zô duyên chúa !,426.0,
1,đm khầy,427.0,
2,thằng ma tăng,428.0,
0, username  coi nghiên cứu vài bữa đi tu,429.0,
0, username  đã xem và đánh giá,430.0,
0,sao face k có nút hì hì ta,431.0,
0,nổi lên thầy minh tuệ mới thấy đc sư cũng có sư this sư that..,432.0,
0,cao thủ.???,433.0,
4,mồm loa mép giãi,434.0,
0,ghê vãi,435.0,
1,thấy mặt lol,436.0,
1,thời tới nữa,437.0,
1,thồn lầy,438.0,
1,mặt  username  lol trâu,439.0,
0,khầy thích chuyển khoản,440.0,
0,điệu cười man trá,441.0,
0,thầy đẹp trai wá,442.0,
2,có quân sư hiến kế...kkk... thằng này nó còn tạc tượng của nó nữa kìa. trong miệng chỉ sủa adi đà phật ngoài ra ko biết j về kinh phật...,443.0,
0,thích car money,444.0,
2,lưu manh đội lốt,445.0,
-1,lửa,446.0,
1,cu trọc này dở trò moi tiền dân ; tu gì mà chỉ nghĩ cách lừa dân vậy ?,447.0,
-1,nhìn. cái. mặt. của. thần.,448.0,
0, username  mới xong,449.0,
0, username  tài khoản của thầy  username ng tên ngừoi khác . sau này dễ xử lý …tầm vài năm hoàn y. thầy có tiền tỷ đi massgge 3 e,450.0,
0, username  sáng nguyễn nhỳnh thợ tu kìa....... kaka,451.0,
1,đm thằng hô,452.0,
0,có j lạ đâu.h báo mới biết,453.0,
0,con chó,454.0,
0,thầy !thầy ơi là thầy .!,455.0,
1,mé nhìn cái tướng mặt.,456.0,
0, username  nè,457.0,
0,võ  username  khầy đây,458.0,
0, username  chắc ai ghét gày bẫy thầy á,459.0,
0,võ  username  ai mà kì cục,460.0,
4,nhìn mặt hãm,461.0,
-1,mặt dún  username  ik z r. khuong tranbi nguyễnnguyễn văn túnguyễn văn toànhuỳnh toàn,462.0,
0, username  thích thuận đời,463.0,
-1,thả con tép bắt con tôm . mn cứ kêu tỳ hỷ chứ ko ép  username ng mà có ai nhận r ko biếu lại cái j đó có thấy ngại ko ? dĩ nhiên là có bản thân t cũng vậy nên bank 1 ít . chiến thuật ma céc tingggg cả,464.0,
0,nhìn là biết…,465.0,
0, username  các thầy chỉ cúng dường rồi đem về làm giầu cho cá nhân nhà mình;cá nhân em thấy bây giờ nhà nào mà có sư chủ trì 1 ngôi chùa nào đó nhà rất giầu,466.0,
4,bố thằng lưu manh .xấu dai..,467.0,
4, username  nó xấu đau đớn thôi chứ bố nó không có xấu,468.0,
4,thằng trọc này nhìn mặt gian wá..!?,469.0,
0,chả trách được họ; cái người tự nguyện quỳ lạy họ và giao tiền cho họ mới đáng sợ,470.0,
0,trước lúc tu chắc đi bán thuốc sơn đông mãi võ,471.0,
0,nước đi này tại hạ xin bái phục,472.0,
0,mô phật. thầy kinh doanh giỏi quá ạ,473.0,
0, username  thời tới rồi.... không cản được,474.0,
0,khi nào các khầy không biết xài tiền lúc đó tôi mới tin các khầy,475.0,
0,nhìn thầy này mình k có cảm tình chút nào ak,476.0,
2,núp bóng chùa; giả từ thiện; đặc quyền không sao kê ..khoẻ re.,477.0,
0, username  dân u mê nên khổ,478.0,
0,thời buổi 4.0 tui còn chưa tin tui .chứ nói gì tin mấy ông sư đầu trọc này.,479.0,
0,thằng này có năng khiếu làm kinh tế á...,481.0,
1,nhìn thằng loz này hãm thật,482.0,
2,thằng xôi thịt! ăn nói  username  phường thảo khấu.,483.0,
1,vaiz bìuuu. tu vài năm vừa dc sướng. vừa dc bốc phét. vua dc miếng xin ngon. khôn hết phần trẻ con. :))),484.0,
0,thời tới các khầy cản không nổi,485.0,
0,uy tín đấy.. chân tu đấy...,486.0,
0,có chùa nào ở vn nuôi 2000 cụ cao tuổi  username  thầy k. xã hội loài ng càng ngày càng mù quáng đắm chìm trong vật chất,487.0,
0,không dám nói sợ khẩu nghiệp,488.0,
0,chắc ai chơi xấu thầy,489.0,
0,chắc bỏ túi riêng !!!,490.0,
0,mút bố không ..?,491.0,
0,thích car money :)),492.0,
0,maketing gứm đấy! thả con tép bắt con tôm,493.0,
-1,tùy hỉ .hỉ hỉ hỉ,494.0,
1,phải nghe thuyết giảng vụ chym bay vào lồn...g của khầy mới hay,495.0,
2,nhìn chán hơn nhìn con dán bò !!!,496.0,
2,thằng này tu tập gì,497.0,
0,cái mỏ  username  toilet địa ngục tầng 7 thái sơn vương đang chờ mày trọc ơi sám hối bồ đoàn nhanh lên,498.0,
0,phật tử thương thích chuyển khoản cho đi xa bờ luôn .gia nhập trại của nhà nước nuôi,499.0,
0,cúng tam bảo chứ có biếu ông ấy đâu. ông ấy ăn của tam bảo thì ông ấy bị nghiệp quật,500.0,
1,tiền cúng dường cho mày.t cúng bố mẹ t luôn.phật là jr.phật trong tâm.lúc dái nào cúng dường cúng chiếu,501.0,
0,khầy có bộ răng cặp ko tượt thứ gì,503.0,
1,nhìn mồm lon no  username  con cá dọn bề,504.0,
2,nhìn đã thấy day mất đểu mà mọi người ko nhận ra còn u mê,505.0,
1,nói về phật thì k ai giám hỗn . còn cái vị sư thích đầu buồi này. miệng rộng vkl. ae thấy k,506.0,
0,nhìn cái mặt thầy uy tín vãi,507.0,
4,thầy gì toàn là họ mõ ; mõm chu ; mũi nhòm mồm thế ; nhìn phát gớm,508.0,
2,nhìn mặt thằng trọc mặc áo cà sa mất lộc thật,509.0,
4,nhìn mặt mà đặt niềm tin nhá mn thấy cái mặt này tôi thấy buồn ói,510.0,
-1, username ,511.0,
1,khầy ăn loz gì mà khôn thế . diss bố mấy thằng quỷ tăng này lên kiểm tra tài sản xem chúng nó ăn cắp ăn trộm tiền công đức vs tiền các phật tử cúng dường cho chùa,512.0,
-1, username ,513.0,
4,trư bát giới chuyển thế :)),514.0,
2,ông này món tủ là thịt c hó sao í,515.0,
-1, username ,516.0,
1,má con chó lợn này,517.0,
4,mặt thầy gì mà d â m vcl,518.0,
-1, username ,519.0,
-1,ắ ắ ắ......đù.............,520.0,
1,máy miệng rộng. bú lol ghê lắm,521.0,
-1, username ,522.0,
-1,khầy tin tin; tin... tin....,523.0,
-1,.,524.0,
-1,.,525.0,
0,nhìn cái tướng  username  kiểu con buôn làm ăn kte,526.0,
-1,,527.0,
-1,…,528.0,
-1,,529.0,
-1,.,530.0,
-1, username  la quốc,531.0,
0, username  1 máy 110k tùy lòng phật tử dưới 110k phật tử vui lòng gửi máy lại cho thầy,532.0,
-1, username ,533.0,
-1, username  :))))),534.0,
0, username  chán thật,535.0,
-1, username  :)),536.0,
-1, username ,537.0,
-1, username ,538.0,
0, username  ông thầy này nc tao lao ghê á,539.0,
-1, username ,540.0,
-1, username  =]],541.0,
-1, username ,542.0,
-1, username  hong nguyen,543.0,
-1, username ,544.0,
-1, username ,545.0,
-1, username ,546.0,
-1, username ,547.0,
-1, username ,548.0,
-1, username ,549.0,
-1, username ,550.0,
4,mồm thầy mà bổ ....à mà thôi.,551.0,
0,khầy này thì cầm chắc thuộc ghpg vn nhé; ko cần phải ra công văn  username  với thầy minh tuệ.,552.0,
-1, username ,553.0,
2, username  nghề mới; buôn thần bán thánh mấy mà giàu.,554.0,
0,vụ này không thấy giáo hội phật giáo lên  username g ?,555.0,
-1,? ? ?,556.0,
0,chuyện đơn giản có thế thôi mà thí chủ cũng đưa lên facebook đã bảo tùy tâm rồi mà,557.0,
4,mồm  username  con cá dọn bể thế kia thì đớp không trượt phát nào luôn,558.0,
0,thích lợi nhuận - thầy ma cô !!!,559.0,
0,mang khầy đi nấu cao đi thôi,560.0,
0,thầy thích ting ting tâm hướng phật. tai hướng banking,561.0,
0,trước ông này đã từng học khoá mangktin;;qua quá trình tu luyện giờ mới thành chín quả,562.0,
0,dơ vãi,563.0,
4,gương mặt  username  ác quỷ; nói chuyện cười ha hả nước miếng; nước mồm chảy thấy ớn. tu hành gì tầm này.,564.0,
1,thầy bà đéo gì loại này,565.0,
0,chiêu kinh doanh 1 vốn 4 lời vãi chưởng,566.0,
2,thằng này ngày xưa bị con nhỏ massa quán tao tố massa mò vếu mà không chịu bo nè,567.0,
4,miệng toạc oặc gớm quá,568.0,
0,thầy chơi zdị ai chơi lợi thầy ư..,569.0,
0,. bày trò moi tiền dân mình quanh năm mô phật thiện tai nam mô a di đà phật tiền dollars chúc mừng sư thích nhuận đức dollars,570.0,
0,bây giờ toàn thích đủ thứ ; thấy sơ minh tuệ vậy bọn thích đủ thứ sợ ko làm theo đc nên đố kỵ,571.0,
-1,đỗ văn  username n,572.0,
0,đang cọc gặp m nữa,573.0,
1, username  bị vinh râu zỗ zái chưa sợ,574.0,
0, username  ôi giám đốc. . hông thưởng tết dì hết nha.,575.0,
0,năm nay  username  dắt ae đi đánh bài đá gà r rảnh đâu mà ngồi edit clip cho ae xem năm nay coi chừng trailer cũng k có,576.0,
0, username  đi xây thêm cầu cá tra cũng không chừng,577.0,
0, username  câu cầu cá tra 81 tầng :)),578.0,
0,tết thì coi phim việt nam nha. hoạt hình thì phải chờ hết tết,579.0,
0, username  phải 25h mới xem được hoạt hình nha bro,580.0,
0,làm cái trailer cho coi đỡ đi 33333,581.0,
0,m ra trailer coi đở đi,582.0,
0,thùng xốp đây,583.0,
0,nguyễn thị  username  các tông đỡ nha thùng xốp cháy hàng r,584.0,
0,burn out nó v đó; giờ tụm lại kéo xì dzach là vừa,585.0,
0, username  cái áo ông 5 đâu r m,586.0,
0, username  thì nào khai sòng mình mặc,587.0,
0,đùa gòy,588.0,
0,chán luôn,589.0,
0,xuânn  username i thùng xốp đâu,590.0,
0, username  đang cất trên nóc tủ,591.0,
0,xuânn  username i mé,592.0,
0,bung đi  username  tròi oi t bị bánh cuốn lắm r,593.0,
-1,koooo,594.0,
0,kệ mầy,595.0,
0, username  mé r tết ngồi ăn cơm coi cái gì tr,596.0,
0, username  coi đại chiến hầm cá tra,597.0,
0, username  ăn ngon dữ à,598.0,
0,hãy overthinking; over imagine; over idea hay bất cứ cái j khác chứ đừng overload,599.0,
0,chưa đến 1/4 mà.,600.0,
0, username  có donate hông mà dí quá dị,601.0,
0,một cái pc hình cầu cá tra hai tầng.,602.0,
0, username  xịn anh ơi,603.0,
0,để chụp màn hình lại chứ  username  mốt idol lại chối :))),604.0,
0,chọn thùng xốp hay gỗ xưa nói lẹ,605.0,
0, username  chỉ có những căn nhà dưới 1 tỷ!,606.0,
0,có mỗi việc ăn với đi nhà cầu thôi mà làm phim cũng không xong kịp,607.0,
0, username  ác m sẽ tc tết kkk,608.0,
1,làm đéo gì đâu mac over vâyu thimz,609.0,
1,m ăn tiền của tụi t gồi mất hết nhiệt huyết đúng khummm thổn lò,610.0,
0,cứ làm xong rồi tết năm sau release,611.0,
2,cạo đầu m nha  username  lo làm cho kịp ko thì đừng có ra đường,612.0,
0,đùa hả,613.0,
0,dẹp đi còn zề nữa,614.0,
0,ủa thế cuối cùng có đc đi ia với ông năm idol ko thì biểu nè?,615.0,
0,đợi quá đợi tết coi mà ko kịp,616.0,
0,cầu cá tra 2 tầng phần 2 của t muốn thành  username  bảy món ko?,617.0,
0,ủa con  username  năm nay không rủ ông năm về quê nữa hả  username  ơi,618.0,
0,buồn,619.0,
0,là mài có thật sự định ra phần 2 không  username !!!!! sắp tới tết đoan ngọ gòi nèeeee,620.0,
0,nói đii  username  ; mài đem cầm để có tiền đánh bài tết với con  username  hay khứa  username ,621.0,
0, username  đùa hay thật á!!! tôi tới nhà  username  ở cà mau chúc tết giờ á!!!,622.0,
2,m tin t cho mất dấu hỏi trong tên luôn k,623.0,
0,bị hội hầm cá đánh sml hả gì mà ko ra kịp v  username ,624.0,
0,rồi; m thu cầu cá tầng 2 ấm rồi cần gì ra nữa,625.0,
2,cho con  username  xuống tầng 1 cầu cá tra nào anh em; ẻ lên đầu nó,626.0,
0,mày khỏi !!,627.0,
0,đang cọc gặp em nữa nguyễn  username ,628.0,
0, username  hoy mà bớt giựn,629.0,
0,nguyễn  username  copy cmt fía dưới,630.0,
0, username  nó ra phim rồi nè : hậu duệ ông năm bảnh,631.0,
0,để coi lại thần bài miền tây đỡ há..,632.0,
0,xin cái hình khai xuân,633.0,
0,đợi bay màu luôn rồi,634.0,
0,donate thêm thì nhanh  username  trình hơn k  username  =)),635.0,
0, username  chán nhỏ  username  này ghê,636.0,
-1, username  buồn  username ,637.0,
1,chắc bữa toàn cứt nên nay tết sợ đưa thêm tập cứt nữa thiên hạ chửi rồi bày đặt than overload,638.0,
0,bận xây cầu cá 2 tầng hả  username ,639.0,
0, username  cầu cá traaa chắc thuộc thoại luon r,640.0,
0, username  chấp niệm cầu cá tra 2 tầng,641.0,
0,đầu tư thông minh với căn nhà dưới 1 tỷ tại  username  tphcm,642.0,
0, username  nơi chỉ có những căn  username !,643.0,
0, username  bay màu,644.0,
0,quạo ó  username ,645.0,
0,làm xuyên tết liền cho chụy,646.0,
0,mất tết r,647.0,
1,có cái hầm cá tra toàn cá với cứt mà vẽ lâu thế,648.0,
1,đậu má delay quài là tụt donate nha nha!,649.0,
0,khoongggggggg  username  ; tao chờ tết để coi hoạt hình  username  mà,650.0,
0, username  bay màu bay màu r hả,651.0,
0,không có để coi luôn nè bà  username  :>,652.0,
0,t lục lại ông 5 coi :))),653.0,
0,m ôm tiền trốn rồi phải không con  username  kiaaaaaa,654.0,
0,làm trailer đỡ đii,655.0,
0,không có toi un phô lô bà đó,656.0,
0,làm cái 10s cũng được pà ơi,657.0,
0, username  +1 ý kiến,658.0,
0,thì qua tết; định đi gỡ dốn phải hông,659.0,
0,t không có care đâu nên m cứ thông thả đi  username ,660.0,
0, username  nhịn ăn cơm,661.0,
0, username  hết món chính để ăn cơm r,662.0,
0,ra trailer trc ik  username ,663.0,
0,nhanh  username  đổi tên page bỏ dấu ? là ra,664.0,
0,cất ngay cái chiếu quỷ đi nha má :))),665.0,
0,m ra trailer cũng dc :)),666.0,
0, username  bay màu,667.0,
0,qua tếtt,668.0,
0,thứ chúng tôi cần là đại chiến cầu cá :))),669.0,
0,cầu cá tập 2 của t đâu ????,670.0,
0,lại đùa à  username ,671.0,
0,đưa thùng xốp cho t,672.0,
0,m ra kao rì pọt page :((,673.0,
0, username  hóng mún chớt lun,674.0,
1,mày muốn ăn kit xào sả ớt ko,675.0,
0,gì v  username  làm t hóng quài à,676.0,
0,29 tết ko phải 1/4 đâu  username  =)),677.0,
0, username  đi đánh bài gỡ lại vốn ạ =)))),678.0,
0,ko chịu đâu thor oiiii,679.0,
0,thì tập trung riêng cho dự án tết thôi,680.0,
0,muốn thịt con  username  nảy ghê,681.0,
0,đi úp sọt con  username  này với chụy  username ,682.0,
0, username  chờ em dọn nhà xong ra đi liền ạ,683.0,
0,lo kéo xì dách không làm nè,684.0,
0,ăn sương sương 1 tỷ mấy no mấy cái tết luôn :)),685.0,
0,hết tết rồi; thế hoạt hình tết của kao đâu???,686.0,
0,coi đỡ hoạt hình spy x family lúc 11h đim,687.0,
0,thôi ko đủ full tập thì trailer đi  username ,688.0,
0,thế là tết nay thor bay màu à,689.0,
0,dỗi nha  username ,690.0,
0,ra trailer đc r=((,691.0,
0,m k lo làm hoạt hình lo rủ thằng  username  quánh liên quân chi để hong kịp hả  username ,692.0,
0, username  tưởng có coi ăn tết,693.0,
0,gia  username  nhịn đi e,694.0,
-1, username ,695.0,
0,trailer dc rồi,696.0,
-1,""" """,697.0,
0, username  coi lm biếng kìa,698.0,
0, username  đang bị ép suất chiếu đó,699.0,
0,chắc hong phải đâu; chắc là 30 tết tung clip cho mng bất ngờ á,700.0,
-1, username  sồu,701.0,
0, username  mấy nay ngày nào cũng coi thần bài:)),702.0,
0, username  thôi thế là vẫn ị lên đầu nhau,703.0,
0,màiii ôm tiền tỷ trốn lun hả  username  bảy sắc cầu dòng,704.0,
0, username  trần anh thy chiện cũ ko bỏ qua được rồi,705.0,
0,m đùa t hả  username ?,706.0,
0,dỡn mặt hả,707.0,
1,ụ ẹ cđ  username  ko chịu làm phim tại nó mắc làm cái rồi  username ,708.0,
0,ụa đợi cầu cá lòi trĩ á bà,709.0,
0,không ấy m sờ chim đi  username ,710.0,
1,kinh tế đã khó khăn rồi; m cũng tiết chế nữa hả thổn lò,711.0,
0,gì v mảy,712.0,
0,nhanh mà làm đi ở đó mà kêu...đang dư thừa mấy cái thùng xốp đây.,713.0,
0,cọc nghe  username  ra tết để coi chứ,714.0,
0,ơ mày; bậy nha,715.0,
0,tụi t cũng overload nè  username  ơi  username ,716.0,
0, username  nooooo nhớ cái cầu cá của  username  quá r,717.0,
0, username  lâu quá rồi c được cười nhiều dị,718.0,
0, username   username  bận đi gỡ vốn r,719.0,
0, username  chài ơi,720.0,
0,buồn thế,721.0,
0,tụi m lại làm bà con thất vọng nữa rồi kkkkkkk,722.0,
0,mấy ông đi kéo xì zách phớ hôn?,723.0,
0, username  qua tết coi,724.0,
0, username  bùn quá,725.0,
0,xì dách chung cho đỡ bùn nè  username ,726.0,
0,m nướng hết tiền vào bài bạc chứ gì nữa,727.0,
0, username  giống m,728.0,
0, username  tui con người liêm chính nha bạn,729.0,
0,đấy t đã bảo mỗi năm 1 tập mà,730.0,
0,dỡn mặt hả :))),731.0,
0,tại mầy mải ăn chơi xa đoạ quá đấy,732.0,
0,làm cái trailer th cduoc tr ơi,733.0,
0,ew kh dỡn nha con  username  kia,734.0,
0,coi trailer cũng đc  username  ơi=)))))),735.0,
0,nhiều cái khoái giỡn mặt hả,736.0,
0,kệ ban chứ,737.0,
0,k chịu đâuuu,738.0,
0,demo nhỏ nhỏ t cũng dc,739.0,
0,tao chuẩn bị sẵn thùng xốp rồi đó  username ,740.0,
0, username  đi cầu nhiu quá kg có thời gian rồiiii,741.0,
-1, username  :))),742.0,
0, username  con  username  nó đi gỡ vốn gòi; tết này chắc lại khô máu,743.0,
0, username  nì làm đc mấy món dị quí dị,744.0,
0, username  bải màu là bải món đó ku,745.0,
-1,ẻ quá,746.0,
0,zỡn mặt hã???,747.0,
0,bỏ over đi load sẽ kịp nha  username  ơi,748.0,
0,ksao năm sau gỡ lại hhah,749.0,
0,trễ thành kịp luôn hả  username ^^,750.0,
0,m ói cái trailer ra đây,751.0,
0,không thể nàoooooo,752.0,
0,ê dỡn mặt hả:),753.0,
0,khôngggggg; mấy người đừng overload nữa; chiếu phim hoạt hình cho tui coi đi :(((,754.0,
0,làm đại cái trailer gì đi chứ không có gì coi. kêu ông năm hát nhạc tết cũng được,755.0,
0,đợi  username  ra phim mà mòn lỗ đuýt h  username  lại nói z,756.0,
0,quăng cái trailer thâu cũng được,757.0,
0,ko ra cái j coi đỡ là thành  username  bay màu nha,758.0,
0,ơ năm nay ko có  username ,759.0,
0,phải kịp; vào làm lẹ đi=)),760.0,
-1,phạm ngô  username  thảo nàoo,761.0,
-1, username huhuhu,762.0,
0,sốc năm nay bùn thiệt lun,763.0,
0,con  username  nó đi đánh bài hết tiền r,764.0,
0,buồn nha bà; tui nôn bà ra phim để tui coi tết á,765.0,
0,thật hay đùa phải làm,766.0,
0,giỡn mặt hả,767.0,
0,chỉ có  username  bạn tìm kiếm nhà giá dưới 1 tỷ không còn là khó khăn!,768.0,
0, username  nguyên đặng gòi luôn :)),769.0,
0, username  chán không chứ,770.0,
0,rủ  username  sang cam rồi phải khong?,771.0,
0,tết mà không có phim thì lấy lại tiền đô nết :)),772.0,
1,dỗi vcb,773.0,
0,hết tết =)),774.0,
0, username  bay màu ùi :<,775.0,
0,kệ mầy,776.0,
-1,bùn,777.0,
0,bùn dị  username ,778.0,
0,làm dị mà coi được,779.0,
0,khóc thét :<<<,780.0,
-1, username  khóc,781.0,
0, username  tồi v,782.0,
0,thoi ra tết cũng đc nhe  username ,783.0,
0,giỡn mặt hả,784.0,
0,unsub bây giờ :)),785.0,
0,m gửi stk đi,786.0,
0,k kịp xoá kênh,787.0,
0,chúc mừng ông năm đc cái tết bình an r..,788.0,
0,làm dị mà coi được hả m,789.0,
0,ra tết rồi ra cũng được. miễn là có coi,790.0,
-1,ơ cìa=)),791.0,
0,r cầu cá tra nữa đâuuuuuuuu,792.0,
0,thôi thả cái trailer coi đỡ g username  đi  username  :))),793.0,
0,m lo đánh bài phải hong  username ,794.0,
0,em thuộc thần bài miền tây luôn r sốp :))))))),795.0,
0,làm xuyên tết liền cho t,796.0,
0,chắc tao xào mày quá  username ,797.0,
1,cc hủy folo,798.0,
1,tết mọi người rãnh và hóng ; m tin tụi t búng trứng dái m nổ  username  pháo tết luôn hok :)),799.0,
0,đề nghị tăng ca kk,800.0,
0,tao lóc m nhen  username ,801.0,
0, username  lóc liền cho e,802.0,
0,đỗ nguyễn  username  rồi xong,803.0,
-1, username ,804.0,
0,bay màu,805.0,
0,thôi gỡ dốn đi rồi từ từ ra bé ơi,806.0,
0,tuyển thêm hoạ sĩ k ạ =)),807.0,
0, username  chị quen bạn sếp bên này đó; để chị hỏi cho,808.0,
0, username  chị trang gửi em qua đấy học animation đi,809.0,
0,tết năm sau coi,810.0,
0,trừ 1 sud gòi,811.0,
0,chắc quăng vô thùng xốp luôn quá,812.0,
0, username  ôi khônggggg,813.0,
0,ê má cọc nghe,814.0,
0,"nay ko chặt ""heo"" hay bắn ""cá"" buồn lắm á nha",815.0,
-1,chánnn,816.0,
0,hongg chệuuu,817.0,
0,chơi gì kì v màiii,818.0,
0, username  nè cho khỏi thắc mắc hổm giờ =)))),819.0,
0,giỡn mặt t hả  username ,820.0,
0,t bỏ subscribe nha  username ,821.0,
0,honggg; hỏng chiệuuuu họggggggg  username  lỏ luônnnn,822.0,
0,chán zị  username ,823.0,
0,ship cho t cái thùng xốp gấp đm  username ,824.0,
0,bạn lại đùa tôi rồi,825.0,
0,năm sau ra phim chiếu rạp đi m,826.0,
0,:)))) hay rồi,827.0,
0,k ra tết bỏ follow,828.0,
