comments,ID
Vũ Xuân Thiện phóng lợn thì có,2455
"Vũ Xuân Thiện mả cha thằng cali con này , m cút cút khỏi fb tao",2456
"Văn Tấn cali vẫn miệt mài sủa ai để ý e nó tí đi, đang khát nước",2457
Văn Tấn không care mấy th nhóc,2458
Văn Tấn đúng là ngu lâu dốt dai :)),2460
Văn Tấn oke tạ tấn kg ơi,2461
Văn Tấn không làm gì được phải xoá cmt à :)) cayyyyy,2462
"Văn Tấn lí luận thằng sai chính tả ơi, đúng là việc học rất quan trọng :))",2463
Xuân Bình ai cũng hiểu có mỗi mày là bắt sai chính tả. Kkkk. Parkky ní nuận,2464
Trịnh Sang về học namkiki lúc nào chả học ngu nhất trong 3 miền =)),2465
Nguyễn Đạt vậy mà parkky kéo vào Nam cho con học văn hoá Miền Nam thằng nào cũng khoái thích…. Vậy chứng tỏ parkky dễ dạy ko mất dạy .. kkk,2466
"Trịnh Sang trong 1 cuộc tranh luận mà sai chính tả thì biết não có gì rồi Cãi nhau mất thời gian Chắc acc clone của Nguyễn Nhất Minh , sợ vãi đái ra quần xóa cmt lấy acc clone ra khè à",2467
Văn Tấn dốt,2468
"Văn Tấn ngọng ln thì là bắc kì còn ngọng rg, vd, hq thì là bản sắc tiếng nói văn hoá vùng miền hả đúng là nam cầy có khác",2469
"Văn Tấn cãi nhau thì sai chính tả, nói dân trí thấp thì tự ái :))",2470
"Văn Tấn tuỳ chỗ thôi em nhé, không phải ai cũng ngọng như bố mẹ em dạy em đâu",2471
Xuân Bình Bắc Kì ní nuận nắm,2472
Phong Trần namkiki mù chữ,2473
"Văn Tấn gì chứ bố mẹ tao không có sai chính tả với phân biệt vùng miền, đã ngọng líu ngọng lô còn đòi dạy ai :))",2474
Xuân Bình bố mẹ mày chỉ có ngọng L-N thôi DAO - RAO - GIAO CŨNG NHƯ 1… See more,2475
Vũ Xuân Thiện 100% counter ba que xỏ lá fr,2476
Văn Tấn tưởng dân phố sài gòn hay bình dương hoá thổ khơ me nhà lá cóc xoài,2477
Vũ Xuân Thiện pềct,2478
ae ai cho xin link fb thằng Nguyễn Nhất Minh cái,2479
Vũ Xuân Thiện đến đoạn phóng khoáng chưa,2480
Vũ Xuân Thiện đi tới đâu ghét tới đó,2481
Vũ Xuân Thiện Phóng khoáng:)))))))),2482
Vũ Xuân Thiện ní nuận,2483
"Văn Tấn Không được đi học từ nhỏ nên không biết chính tả hả cali,đéo được đi học nên cũng đéo biết đạo đức là gì",2484
"Toan Le nhột đéo gì, t làm gì mad nhột :)) tao tự hào t là người việt nam,tự hào là người miền bắc,tự hào vì có ông cha đã từng tham gia kháng chiến,đã vào giải phóng miền nam và bỏ mạng ở đó :)) t có gì mà phải nhột :))",2487
Long Hoàngg tên này mình đặt k mang mục đích pr. Mình chỉ lấy đó làm động lực cho chính bản thân mình. Cho chính những người còn mang tư tưởng pbvm nhìn nhận lại. Có thể chỉ là 1 tiệm xe nhỏ. Nhưng mình hi vọng sẽ là động lực cho những ae nào là ng bắc… See more,2490
"Ngô Trung Nghĩa đú trend bẩn để pr thì rip là đúng rồi, không muốn mang tiếng phản động, bị nhiều thứ ảnh hưởng kinh doanh thì lo đổi cái tên tiệm đi",2491
"Ngô Trung Nghĩa nhẹ thì công an tới tiệm, nặng thì nhiều người yêu nước ngta tới dẹp tiệm còn nhiều thứ nữa mà tôi không muốn nói ra ở đây đâu, lo đổi tên đi nhé",2492
Ngô Trung Nghĩa bạn ơi nên dẹp tiệm thôi chứ để đó hãm lắm b,2493
Toan Le bảo cali con lạy nhảy dựng lên:D,2494
"Ngô Trung Nghĩa bố thì văn vở lắm, cái tên chả có ý nghĩa gì mà lại coi là động lực, lại muốn ng khác nhìn vào để nhận định lại tư tưởng pbvm , động lực đến từ những người xung quanh,ng thân ấy,gia đình ấy,đến thừ cái tiệm sửa xe,chứ k phải đến từ cái … See more",2496
Ngô Trung Nghĩa công nhận cũnng chỉ ngửi thấy mùi bú fame bẩn từ cái trend độc hại bác à,2497
"Ngô Trung Nghĩa miền Bắc là miền Bắc bạn ơi. Cái tên bạn đặt không phải là cách gọi, nó là cách nói mỉa mai, khinh miệt của bọn chia rẽ vùng miền, nó không đại diện cho ai cả. Bạn nghĩ nó là bình thường bởi vì bọn phản động đã thành công đưa điều tiêu … See more",2498
Phương Thảo nghĩ nó mỉa mai thì là mỉa mai nghĩ nó bth thì là bth.,2499
Phương Thảo học idt nó vậy cái danh từ đó đậm mùi phân biệt rồi b ạ,2500
Vũ Khánh Duy Chứ tại sao phải nghĩ là bình thường? Cmt không có tí giá trị nào,2501
Vũ Khánh Duy ? M nói câu này thì não m có vấn đề à?,2502
Ngô Trung Nghĩa sống đàng hoàng laà dc thôi ăn nói thô lỗ chi bố bố này nọ nên bị ghét,2503
"Phương Thảo Ái dà, đồng hương HP nói câu hay đấy !",2504
"Phương Thảo đấy,nói mà nó còn cãi cơ, parky là cách mà thực dân mĩ nó gọi để chia rẽ miền bắc và miền nam thời bị đô hộ, ấy vậy mà vẫn tự hào đặt cái tên quán to tổ bố, nói vô học kh biết có quá đáng không nhưng chắc là xứng đáng",2505
Nguyen Dinh Hieu não tao không xui tao mua xe độ vario rồi đi báo đời báo cha báo mẹ. Từ Parky được dùng theo nhiều nghĩa khác nhau. và t thì t đ quan tâm cái từ này vì t ko có thời gian cho mấy cái nhảm nhí trên mạng. m nghĩ từ parky nam ky là phân bi… See more,2506
Vũ Khánh Duy ? m đ đc học lịch sử à ? M đ đọc kệ cụ m bố đjt quan tâm còn m bảo bố mẹ t loạn luân thì gia phả m xoay vòng t chửi m cặc đâu? Bảo t đ đc chửi người ta trong khi m chửi t r m quyền tự do ngôn luận thì đây cũng địt quan tâm,2507
"Nguyen Dinh Hieu bạn thật tệ, tay không mà đi đấu tranh với giặc dốt, kệ con mẹ nó đi bạn,những thằng ngu bị bọn phản động nhồi nhét thêm nên giờ nó mới vô phương hướng như thế",2508
"Rong Sư Đê đừng hỏi những câu ngu như lợn vậy, năm 45 chưa có miền trung , và thực dân mĩ đang đô hộ miền nam đến tận năm 75 mới giải phóng thàng công, và khi đó thì miền nam đang được thực dân mĩ nhồi nhét những tư tưởng ối dồi ôi, và đúng nhất thì là… See more",2511
Ngô Trung Nghĩa b làm thương hiệu này thấy cái % pbvm của b nó lớn hơn là làm động lực . Chỉ có b hiểu b nghĩ gì mà,2512
"Rong Sư Đê bố mày bảo thực dân mĩ nó gọi, chứ đéo phải đặt, mù kh thấy bố ghi năm 1945, miền bắc là miền bắc, đéo phải bắc kì,",2514
Ngô Trung Nghĩa thôi thì gọi bắc kì thì mih đi ôm ngô đình diệm đi nhé,2515
"Thái Vũ mình người bắc luôn đó b ạ. B càng tránh né thì b càng phải gặp nó luôn đó b. Thay vì mình bực bội, mình khó chịu thì mình hãy đón nhận nó bằng 1 thái độ tích cực nhất. Bản thân mình người bắc mình làm việc trong nam. Mình thấy k vd gì với nhữ… See more",2516
Ngô Trung Nghĩa cái chữ k nói nên con người nhưng con người mà sai là sẻ đổ chỗ chữ.1 số người Bắc vẫn tốt chứ k hẳn là xấu chẳng qua là con sâu làm rầu nồi canh thôi,2517
Ngô Trung Nghĩa thôi đừng có bạo biện,2518
Ngô Trung Nghĩa nhưng ng khác ng ta k lấy làm động lực mà ngta mang ra bôi xấu bôi nhọ mỉa mai cơ chứ ai chả biết theo cách nghĩ của bạn là lấy nó làm động lực,2519
"Ngô Trung Nghĩa thế thì bạn nên làm thêm cái logan nữa , để thế này thì ai cũng sẽ nghĩ là bạn PBVM chứ ko phải như bạn nghĩ , để sức mạnh lan truyền mạnh hơn thì nên có câu sogan phía sau như "" parky love viet nam "" hoặc ... gì đó ! Kiểu maketing nửa… See more",2520
Rong Sư Đê vì miền nam đẻ ra cái pbvm nam kỳ bắc kỳ này mà. Ngu mà hay nói quá:)),2521
"Ngô Trung Nghĩa Riêng cái tiệm này để tên thế kia k chỉ là cạch mặt mà còn phải là tố cáo , làm đơn lên cơ quan chức năng xử lý",2522
"Ngô Trung Nghĩa mày bu vào cái trend bẩn để quảng cáo cửa hàng . Parky là từ của bọn bất mãn vs pbvm nghĩ ra . Mày lấy cái lý do ngu xuẩn là tạo động lực để che đi cái não trạng vừa ngu , vừa đần độn của mày thôi . … See more",2523
Ngô Trung Nghĩa truất,2525
"Trần Đăng Hoàng Vua Minh Mạng đặt năm 1832, trước khi Pháp xâm lược nước ta năm 1858 … See more",2526
"Phương Thảo Vua Minh Mạng đặt năm 1832, trước khi Pháp xâm lược nước ta năm 1858 … See more",2527
"Mạnh Hữu nhưng vua đéo chửi, parky, vua chỉ bảo bắc kì, vhuws vua đéo bảo parky con, park rô, thằng ngu không hiểu được giá trị của câu nói,không hiểu được giá trị và sức mạnh ngôn từ, bắc kì chỉ là những người của quá khứ gọi, sau khi nước Việt Nam dâ… See more",2528
Mạnh Hữu thế kỷ 19 có cả fb để bọn chim mồi bọn mày cmt ở đây nữa à,2529
Ngô Trung Nghĩa bạn tưởng thế là hay à,2530
Nguyễn Việt Tùng sạch sẽ thì chả ai chê trách đâu =)),2532
Trần Đăng Hoàng Chữ này ngta xài từ hơn chục năm trước rồi ba ơi :)),2535
"Bình đúng r , từ này ngta dùng từ mấy chục năm rồi, dùng từ năm 45 cơ, nhưng mà là bọn mĩ nguỵ nó dùng, còn 2023 đây mới là người việt dùng, mà toàn những thằng óc lợn dùng, Bác Hồ gọi miền bắc, chia 3 miền bắc trung nam, chứ Bác đéo gọi là bắc kì, bắc… See more",2536
"Trần Đăng Hoàng Bởi dốt thường hay nói nhiều, nguu rất nguy hiểm. Bắc Kỳ có từ thời Minh Mạng lận cu haha",2537
Trần Tiến ng tình ngô đình diệm đây mà,2540
Trần Tiến thế bây giờ bọn t mở mồm ra là nói namkiki hay narmky b có thấy bị xúc phạm không?,2541
Nguyễn Văn Hưởng nam kì có gì đâu mà bị xúc phạm hả parkyyyyyyyy,2542
Trần Tiến mày nói như đb tao vậy,2543
Trần Đăng Hoàng Parki chứ có phải bắc kỳ chó đâu bởi là tó nên dễ ẳng,2544
Vu Dang Khoa dạ cảm ơn a trai,2549
Ngô Trung Nghĩa k,2550
Ngô Trung Nghĩa chúc quán sớm cháy thành rác giống mấy thk pbvm,2551
Ngô Trung Nghĩa trò bỏ lâu r :)))),2557
Lê Phúc nhớ a quá,2561
Ngô Trung Nghĩa lên bia,2562
Lê Phúc a đi mây về gió quá tr. nào rảnh qua e chơi a nhé,2563
Ngô Trung Nghĩa ok,2564
Hoàng Nam đi khắp muôn nơi b nhỉ,2566
Hoàng Nam tuyệt vời,2567
Hoàng Nam thao túng đám mọi bạn nhỉ. người Việt chính tông mãi xịn,2568
Ngô Trung Nghĩa dạ a,2574
Sun Châu có kinh nhưng k đều,2576
Sun Châu vào group còn vui nữa chị Châu,2577
Thành Công em nhé,2579
Hoàng Công Hoàng dạ vâng a,2580
Lê Thiện Toàn parky rất gì và này non,2583
Phượng Tuấn Versace e a mà,2586
Tống Phước Minh bia đâu lên cưng,2591
Phúc Huy lộn r e giàu. A là chiếu dạ ngọc sư tử chữ trắng nhé. Chứ kp bôn tiêu,2595
Vu Hao cũng dc a nhỉ,2597
Ngô Trung Nghĩa quá đc lun ý chứ,2598
Nghĩa Nguyễn ng gọi là nghệ cả củ,2600
Xuan Nguyen Thi Minh sếp có góp vốn k sếp,2603
Trần Thái Thọ hên xui a ơi,2606
Tấn Cường xịn mà bạn. vào group liền,2608
Nguyen HuynhNgoan ngon ngay,2611
Ủa 2 idol làm gì v Trần Minh Trí,2613
Phúc Nguyễn ủng hộ parky quê mình đi shop,2615
"Ngô Trung Nghĩa chưa qua nổi con lươn này chờ mình qua cua đi bro, à giò hôm nọ ok chứ?",2616
Phúc Nguyễn miếng giò nghẹn nghẹn sao ấy. K trôi,2617
Ngô Trung Nghĩa clm chửi nữa mình ko có giò để mà nghẹn đây,2618
Ngô Trung Nghĩa Ông anh có buôn bán PKL không ? Lần sau e đổi xe xuống ủng hộ a.,2619
Phạm Phương Nam xe gì a cũng bán e nè. Ae k mua bán giao lưu ok e à,2620
Trường Sơn rảnh qua chơi nhé,2622
Ngô Trung Nghĩa ok anh iu,2623
Phương Bụng Bự ủng hộ a đi còn hợp nữa hâhh,2629
Ngô Trung Nghĩa chúc azai cưa hàng mới phạt tài a nhé,2630
Duyên Lê đặt cái tên đỉnh thiệt chứ kkkkk,2631
Võ Minh Hậu dịch là Bắc kì hả H,2633
Phúc Em bạn đừng quậy a tui nữa.,2634
Võ Minh Hậu kkk,2635
Phúc Em dc của ló đấy,2636
Võ Minh Hậu mai rảnh qua a choei,2637
Ngô Trung Nghĩa kkk,2638
Ngô Trung Nghĩa chiều hả a,2639
Lu Hí ủa alo thím nói gì thế thím,2641
"Long Anh bọn trong ấy chỉ đi cầm cố thôi à b. Để ae parky bọn t vào cầm cho ,",2643
Trung Vũ đanh đá vậy cha,2645
"Trung Vũ chính những cm ntn của b mới làm ng bắc mình bị pbvm đó b. Khi b muốn phát xét ai trước tiên hãy tìm hiểu đã b nhé. B cũng từng đi xkld, b cũng xa nhà xa quê đi làm ăn đất người r. B cũng có con, lâp gia đình rồi. Nếu tiệm b mở có ai vô nói nh… See more",2646
Ngô Trung Nghĩa bạn cái lolll mẹ mày ai bạn bè gì với m mà bạn với bè loại mày chưa đủ tuổi thằng ranh con,2647
Ngô Trung Nghĩa nói câu này thì phải xem đầu óc lúc đặt tên quán không muốn người ta nói thì đừng đặt chúc sập tiệm làm ăn thua lỗ,2648
"Nguyen Dinh Hieu cái tên có qq gì mà ngại? Tổ trưởng t người Bắc t cũng người Bắc ông ý dùng từ Bắc Kỳ suốt. Càng ngại vs cái tên đó càng bị bọn nó nắm thóp trêu ghẹo, mà thắc mắc cái nó có cái mẹ gì đâu mà sợ nhỉ? Mấy ông bị làm sao vậy?",2649
Ngọc Nam thì thằng chủ tút bảo gì mày đâu mày nhột nên mới xồ cắn ngta như con chó dại cắn người đi qua trong khi ngta còn chẳng làm gì chắc mày biết rồi xưng bạn với người lạ để tỏ ra gần gũi thực tế đéo lấy ai rãnh nhận mày là bạn thân cả người mày t… See more,2650
"Nguyen Dinh Hieu mình người bắc luôn đó b ạ. B càng tránh né thì b càng phải gặp nó luôn đó b. Thay vì mình bực bội, mình khó chịu thì mình hãy đón nhận nó bằng 1 thái độ tích cực nhất. Bản thân mình người bắc mình làm việc trong nam. Mình thấy k vd gì… See more",2651
Ngô Trung Nghĩa hay quá a,2652
Jade Hoàng bắc kỳ là từ ngày chiến tranh bọn giặc dùng để chia rẽ nước ta hai miền nam bắc giống triều tiên đấy thằng ngu mày hiểu không mà cãi,2653
"Ducanh Tran bạn à. Tôi k quen k biết bạn, cũng k chửi bạn. Nói chuyện đàng hoàng. Gặp ai chửi đó thì bảo sao lúc nào cũng nhột khi bị gọi là Bắc Kỳ",2654
Jade Hoàng m ngu ko hiểu về lịch sử nó trả chửi cho khôn ra,2655
"Trung Vũ Rồi bọn nam kỳ, trung kỳ sao nó k sao? Cái miệng như vậy bảo sao luôn bị pb.",2656
Ngô Trung Nghĩa ai thèm làm bạn thứ m mà mày ở đó bạn bạn,2657
"Ngô Trung Nghĩa b lôi từ nhạy cảm như vậy bị chửi cũng đâu có sai , rồi lại bảo vì thế này thế nọ hài",2658
Trung Vũ cái loại này sập cụ n tiệm đi chứ để cái biển như c,2659
Trung Vũ cay à,2660
Trung Vũ parky nhìn mặt như c,2661
Tô Nhứt Phi đcm mày nhìn lại mặt mày đi xấu vcl ra còn nói,2662
Đinh Quốc Khánh t hơn nó là đc,2663
Tô Nhứt Phi lũ cali lưu vong bọn mày bên đó sống tốt chứ,2664
Đinh Quốc Khánh t người miền Nam ghét mấy thk parkycho thôi,2665
Tô Nhứt Phi haizz sao lại có 1 số bọn phản động pbvm như mày nhờ? Cái bọn đéo thật người,2666
Đinh Quốc Khánh tại máy thk parkycho nó mất dạy trc nên bọn t mới chửi thôi,2667
Tô Nhứt Phi Không phải do bọn mày hùa theo lũ Cali hả:),2668
Đinh Quốc Khánh máy thk 3 que t cũng ghét m thấy mấy người bắc khc t có kì thị ko chỉ mấy thk parkycho này t mới kì thị thôi,2669
Tô Nhứt Phi ừ vậy cũng đc chứ thấy mấy thg kia cũng hùa theo đéo khác gì bọn cali nhưng cái từ parky là nó phân biệt cả miền Bắc r,2670
Trung Vũ bản chất parky chớ có lầm với ai.,2671
Nguyễn Minh Sơn đầu đất óc cứt :)),2672
Nguyễn Minh Sơn ngon luôn,2673
Trung Vũ bộ ăn cức hả cha=)),2676
Tâm Vương dạ a có dịp ae giao lưu ạ,2678
Âu Chí Lân ước dc dí đại phát,2680
"Thành Việt Nguyễn Phải tự hào là parky chứ, lịt mẹ như bố này",2682
"Lãm Lãm ở chỗ tui có anh kia người Thái Bình đặt tên tiệm của ảnh là Bắc kỳ sun , tui thấy bình thường có sao đâu , nhiều người suy nghĩ sâu xa quá",2683
Pug Dolly :))),2684
Lãm Lãm m là 3/ chứ bk cc gì. Loại rác,2685
Thành Việt Nguyễn tụi 3q này nó tạo ra để chia rẽ mà,2686
Lão Mậpp em chưa gặp trường hợp nào như thế này cả cũng nể thật,2687
"Thành Việt Nguyễn chả sao, mình càng tự hào là người Bắc thì chẳng có gì là phải sợ cái chữ Bắc kỳ, chẳng qua chủ tiệm hài hước thôi chứ toxic chi",2688
Thành Việt Nguyễn tại nó bú fame nên v á mà,2689
Huy Lê yêu cháu. Có dịp qua ủng hộ chú nhé.,2692
Nguyễn Công cảm ơn b nhiều. Mình lấy tên này để làm động lực mà. Chúc b 1 buổi tối an lành nhé,2694
Bùi Thanh Phương mình làm gì sai đâu mà úp e nè. Sống và làm việc thượng tôn pháp luât,2697
Ngô Trung Nghĩa tiền đâu mua đồng hồ e k nói,2699
Lê Minh Hiếu thì nó có cái tư tưởng muốn đớp cứt của bọn tây ấy mà,2701
Lê Minh Hiếu tư tưởng cut mỹ là nhất nên vậy :)),2702
Nhật Phạm cảm ơn b nhiều,2704
Nguyễn Tôn dạo này nghệ sĩ còn PR bẩn cơ mà thằng này sớm muộn cũng bị tẩy chay thôi,2708
VTV1 - Đài Truyền Hình Việt Nam VTV24,2722
Minh Ming,2725
Nguyên Thanh Lâm,2728
Tr Baoanh sắp sập quán,2729
Nguyên Thanh Lâm :)),2730
Thắng Hàn vì chủ tiệm người bắc vào nam lập nghiệp. Họ tự hào là dân bắc kỳ thì họ đặt thôi bác. Có gì mà nhức nhối,2737
"Hoà Nguyễn nhưng mà nghe thấy từ bắc kì nghe nó kì thị cực kì luôn. Dân miền nam nó hay chửi dkm lũ bắc kì. Sao k dùng miền bắc. Ông chủ tiệm kia cũng nước đôi, có thể nghĩ là bắc kì là dân miền bắc, nhưng cũng có thể nghĩ là nó đang bợ đít mấy ông tro… See more",2738
Thắng Hàn 1. Dân miền nam mình ko dùng từ dkm mẹ. Dân miền nam cũng ko ai chửi bắc kỳ cả. Họ hay dùng từ miền ngoài để chỉ cả miền bắc và miền trung. Nên đừng áp đặt câu chửi như vậy cho dân nam bạn nhé.2 có gì mà bạn thấy khó chịu. Mình dạo 1 vòng cmt… See more,2739
Hoà Nguyễn thì trước h hay thấy mấy ông chửi vậy. Tui cũng kb là dân trong ấy hay là bọn cộng hoà nữa.,2740
"Thắng Hàn trong đ ụ m .ẹ, đ ụ m .á thôi. Đkm là câu chửi miền ngoài rồi đấy",2741
Hải Nguyễn một bên con cháu vua hùng 1 bên tổ tiên là khơ me,2757
Hải Nguyễn 1 bên con cháu vua hùng 1 bên gốc gác khơ me,2758
Hải Nguyễn mọi cái dcm thg trung cặc con,2759
Văn Công sao vậy cháu. Bác nói chỗ nào sai hả,2760
Hải Nguyễn cháu k những sai mà cháu còn nói ngu nữa,2761
Bắc Kỳ Nam kỳ trung kỳ. nó là sự phân chia địa giới hành chính thời Pháp thuộc. nó là một phần của Lịch Sử. cũng như tên gọi Sài Gòn. dù không còn nhưng chế độ cầm quyền bây giờ vẫn còn nói và nhắc đến. chúng ta không thể tẩy xóa được Lịch Sử. có điều … See more,2764
"Sơn Thái đây là bản đồ thời vua Minh Mạng. Bắc Kỳ, Nam Kỳ đã có từ thời đó. Pháp nào ở đây vậy",2765
Anh Em 3 Miền Nam Trung Bắc 1 Nhà Trừ Thằng 36,2766
"Parki là 1 loài chó , Miền Nam Miền Bắc",2780
Hoàng Việt Long a gắt thế,2783
Xuân Hiến phân biệt vùng miền là ghét rồi e,2784
Dung To,2786
Nếu là hẳn chữ Bắc Kì thì ngày mai CH bạn đông khách tới hơn đấy,2794
Ở Phú Nhuận có quán cf Bắc Kỳ luôn,2796
THÀ TỰ NHẬN SỚM NHƯ NÀY CÓ TỐT KHÔNG?,2807
Hà Nội(parky),2811
"Đợt em ở nước ngoài, có thằng miền nam nói câu Bắc Kì bị người ta đánh cho về nước luôn",2818
Cái địc Nguyễn Duy Minh Trần Hoàng Khang Lý Bảo Liêm,2823
Font Avenger nữa mới chịu,2826
"Hoàng Vinh parky đỉnh qá, ghé ủng hộ thôi a",2829
Võ Nguyệt adu vjp,2848
Trần Hiếu XE DREAM Ở AY BÁN NÈ,2854
Phương Vy Thúy Hằng ua adi,2855
Đoàn Minh Hoàng 3 kg,2856
"Trăm cái khôn, k bằng 1cái dại. Giải phóng Miền Nam vẫn k diệt tận gốc bọn VNCH, vẫn để ông bà tụi nó đuuu cànggggg sang CALI sinh sôi đẻ trứng",2857
"Dm mấy thg SV namkiki mõm thì chửi praky nhưng vẫn nghỉ lễ 10/3 giỗ tổ Hùng Vương đc , lũ lai tạp Campuchia",2867
Tên Như L,2871
Trương Kỳ adu m mở shop à,2878
Anh Minh Nguyễn xe m có bị hư thì đem vô đây sửa,2883
Trung Hải Tự cl parky là cái gì,2887
"Tùng Nguyễn Thanh nó nhắc tên mình bth bạn, tôi ở bắc, nhắc bắc kì nghe tự hào vc",2888
Tuấn Lê Thành Lâm Tiệm ni mua may bán đắt,2890
Văn Hiếu :)),2891
Ng Giap đù má cháy,2896
Huỳnhh Hiếuu Lợii kk hết cú luôn parky h bãnh quá,2897
Ng Giap mấy thằng kia nín mõm hết rồi kk,2898
Thắng Xuân thế này mà ko bị bắt à haha,2901
Phạm Quang Huyy hết tên đặt,2902
Lê Minh Quý xe may,2904
Ngọc Yến Nhi có thôi đi chưa,2910
Huỳnh Bảo Nghi =))))))) đm cho xin lỗi đi,2911
Hai Anh trôn thật,2920
Trịnh Thanh Hoàng =)))) đọc cmt,2924
Trọng Nguyễn The Anh Quang Hiếu chơi net parky cầm raze drop bucky sọc chet 5kiki,2933
"Đức Duy Ngôdu ma a nay ac det, co phai dan cali ko ay nhi",2934
Trọng Nguyễn a đag tập đu càng để 30-4 đi thi thế vận hội mà,2935
Đức Duy Ngô ngau nhat cai loi trai dat nay roi,2936
Đức Duy Ngô định lấy giải j đấy e,2937
Hoài Trần ta đi trong muôn ánh sao vàng cờ rợp tung bay,2943
Phượng Tuấn Versace ngủ muộn thế a yêu,2947
Ngô Trung Nghĩa ấm ức trong người ko ngủ đc lun e ơi kkk,2948
Phượng Tuấn Versace a giống e nè. Chín bỏ vào mồm ý lộn chín bỏ làm 10 đi a,2949
Đàm Thục Quỳnh ok sếp nhé,2951
Tụi Cali giờ chắc khát nước lắm,2953
"Sarang He mà chuẩn trong này bát kỳ rất thích đi xe màu đỏ, đi rất láo :))",2963
Nghĩa Nguyễn,2972
Nguyễn Lê namkiki còn khơ me,2978
Parky Parky Parky Phùng Mạnh Tú,2982
Bắc Nam chung 1 nhà,2988
V Trâm Ank parky,2991
Duy Phúc bố th điên,2992
Bắc Kỳ mãi đỉnh. Bắc Kỳ mình đi khắp Việt Nam để đồng hoá vùng miền .,3016
Tại sao mày k đặt là Bắc Kỳ? Bộ mày là Tây nội địa hay sao mà phải nửa nạc nửa mỡ thế,3025
"Từ Bắc Kỳ, Nam Kỳ là do vua Minh Mạng đặt năm 1834, 24 năm trước khi Pháp nổ súng xâm lược",3026
Mai Chấn Quyềnparky,3033
Bình thuong thôi gio hòa hợp dân tộc rồi chả có gì cứ ghi Bắc Kỳ cũng chả có gì Nam Kỳ Trung Kỳ có gì đâu,3034
Nguyễn Nhật Duy :)),3037
Vincent Trng Minh Hải,3038
Thanh An,3039
Tue Anh Truong,3040
Ngo Hue Phuong,3041
Tâm Thành Cao dí ác,3042
Hoài Lê,3043
Hoàng Long,3044
Nam Dương,3045
Nguyễn Trọng Phúc cmm,3046
Nguyễn Trung Kiên,3047
Phạm Linh,3049
Phạm Hoàng Tấn,3050
Nguyễn Hoàng,3051
Nguyễn Hiếu,3052
Nguyễn Hưng chịu r,3053
Nguyễn Phạm Thái,3054
Cao Quy Tung :)),3055
Aohk Sus IV,3056
Cao Son Le Mau,3057
Cao Son Le Mau chunk ki cho,3058
Công an Thành phố Hồ Chí Minh VTV24Báo Công an nhân dân,3059
Lê Bảo,3060
Trung Tung BachTiến Thành,3061
Bảo Thích Học Toán,3062
Ngọc Hiếu,3063
Lâm Nguyễn,3064
Nguyen Juan,3066
Khang Lê,3068
Phi Luân oh oh park y à,3069
Thịnh Trần,3070
Ngọc Huy GônHuy Khánh,3071
Đặng Hoang Anh,3072
Hà Nguyễn Quang Vinh t miền trung mà đỏ cc,3073
Trọng Hà,3074
Nguyễn Hữu Thắng,3075
Bi Beer,3076
Nhat Anh Le,3077
Nguyễn Anh Tú,3078
Nhan Nguyen,3080
Phúc Võ caidjt,3081
Trần Phạm Quang Huy,3082
Lê Gia Phúc,3083
Vinh Nguyen Quang :)),3084
Quangg Lợi,3085
Minh Quân,3086
Dai Nam Tran Namky đâu,3087
Đình Đình Gia Hưng,3088
Nguyễn Duy Anh chất vậy bạn…. Đúng là chỉ có đỉnh,3089
Lê Tuấn Anh,3090
Minh Quang nghe ngứa ng luon e,3091
Ng Chí TrunggĐẹp mà kk,3096
Lê Doãn Hiếu,3098
Thiên Nguyễn @@,3099
Vũ Nam,3100
Minhh Hùngg con chó,3101
Phi Ngoc Anh Vu,3102
Nguyễn Phúc Showroom,3103
Ngô Trung Nghĩa cayyy chú tuyển nhân viên đi ạ,3106
Trí Phan,3107
Phạm Anh parky mãi đỉnh,3108
Em Fong,3109
Xuân Khánh,3110
Anh Tuan,3111
Nguyễn Thanh Thủy =))),3112
Duy Khang =)))),3114
Vĩnh Thắng tui mới mở cái tiệm nhỏ ae nào rảnh qua chơi,3115
Hồ Kim Huy,3116
Huỳnh Bình Tâm,3117
Trần Long,3118
Khánh Lê,3119
Bùi Huy Nhật Thắng Bmt,3120
Thông Phan,3121
Thien Le hàng hịu,3122
Thien Le,3123
Tấn Tài =)),3124
Trần Huy,3125
Nhat Truong đm giỡn hoài ní,3126
Viet Duc,3128
Nguyễn Sơn,3129
Phuong MaiDương Nguyễn,3130
Ngân Ngân,3131
Khang Nguyễn,3132
Hiếu Nguyễn Phóng khoáng An nhàn Rực rỡ… See more,3133
Khang Nguyễn =))))),3134
Kiệt Nguyễn=)),3136
Ninh Van,3137
Quân Nè =))),3138
Thoại Nghi,3139
Thái Dương,3140
Hoaii Han,3141
Minh SơnTrần Minh Tuấn,3143
Huỳnh Khuê,3144
Minh Quangg,3146
Bdoe Bdoe,3147
Huy Do,3148
Huynh Khang =))))))),3149
NT Thu Hà,3157
Đặng Quang Dũng,3158
Cn Lyn Pinky,3160
Ducx Wher Trong,3161
"Bắc Kỳ chứ không phải parky, không hiểu thằng chủ tus không biết tiếng Việt hay là nó phản động, nếu là 3q, cali con thì làm ơn cmt tiếng tây đi chứ đừng viết tiếng Việt nó nhục lắm",3167
Tìm hiểu kỹ 1 tí về nguồn gốc và ý nghĩa của PARKY hay là Bắc Kỳ đi... Làm này bọn 3 sọc nó cười cho thì lại nhục.,3172
