usernames,comments,total_react,Like,Haha,Care,Love,Wow,Angry,Sad
Vui LàChính,"Trường Trần nè cu em à em còn non lắm, anh không phủ nhận 3we không chỉ mỗi miền nam nhưng mà cái con số 90% ở đâu ra? Cu em tự bịa à? Cali như này thì anh yên tâm không thiếu trò vui",0,0,0,0,0,0,0,0
Trường Trần,Vui LàChính anh đang ở Sài Gòn. A chỉ muốn nói cho cu nghe thôi. Còn cái đầu cu cứ đần vậy thì thôi anh kệ.,0,0,0,0,0,0,0,0
Vui LàChính,"Trường Trần à thế thì cu em là cali nhưng đu càng hụt rồi :)))) muốn người ta nghe thì đưa ra dẫn chứng, bằng chứng rõ ràng chứ ai đâu như cu em mõm kêu 90% rồi anh hỏi 90% ở đâu ra thì cu em lại kêu tướng vnch đa phần là backy
. Chỉ có đần mới đi bịa… See more",0,0,0,0,0,0,0,0
Vui LàChính,Trường Trần sao nín rồi vậy em? Bị bắt bài nên sợ chạy như cách lũ bọn m chạy 30/4/1975 à,0,0,0,0,0,0,0,0
Trường Trần,Vui LàChính Đừng bao giờ tranh cãi với một thằng ngu. Vì khi đó nó sẽ kéo ta xuống ngang với trình độ của nó và đánh bại ta bằng kinh nghiệm ngu lâu năm,0,0,0,0,0,0,0,0
Phi Tuấn,"Nguyễn Quang Vinh
sao ông lại đi chọc thằng 3 cây con",0,0,0,0,0,0,0,0
Đặng Phúc,"Nguyễn Quang Vinh
nại đi tìm bố",0,0,0,0,0,0,0,0
Vui LàChính,Trường Trần thôi em à lo đi học lại đi chứ đừng dùng mấy câu đạo lý :))) vì bọn đạo lý hay sống chán lắm,0,0,0,0,0,0,0,0
Tài Dương,Trịnh Sang chứ m là 3/ hay sao dãy nảy lên v,0,0,0,0,0,0,0,0
Phạm Thế Anh,"Nguyễn Quang Vinh
chả có gì mà cay rồi ghét. Xong ai cũng kêu là 3/// chịu",8,2,6,0,0,0,0,0
Nguyễn Đạt,Phạm Thế Anh cứ như tôi nè chả bao giờ bảo 3 que toàn bảo khơ me nhà rơm nhà lá,0,0,0,0,0,0,0,0
Joy Yob,"Nguyễn Quang Vinh
miền nam khịa chứ cali nào ở đây, giận cá chém thớt à",10,7,2,0,0,1,0,0
Trùm Chăn,"Joy Yob
miền Nam khịa thì chỉ có mấy thak sọc thôi con ạ,người ta nói thế chủ yếu trêu nhau chứ nói như m thì khác j m tự soi gương r nói đúng văn 3///",0,0,0,0,0,0,0,0
Pug Dolly,Joy Yob lại 3/// mõm,0,0,0,0,0,0,0,0
Tung Pham Duong,Joy Yob đúng nè,1,0,0,0,1,0,0,0
Tung Pham Duong,vào group mới thấy người mọi trong nam bị thóa mạ hằng ngày. tội lắm hic,1,0,0,0,1,0,0,0
Minh Duc,Joy Yob miền trung nữa ông nhiều lúc t phải chửi chno mặc dù t cũng ở miền trung,0,0,0,0,0,0,0,0
Liêu Bảo Duy 🪽,"Nguyễn Quang Vinh
m quay về vs game liên quân rác của m đi",2,2,0,0,0,0,0,0
Vương Tử Kỳ,"Nguyễn Quang Vinh
bth thôi anh, chỗ em có mấy ông chú hỏi em ở đâu em kêu dân Nam Kỳ này",6,5,0,0,1,0,0,0
Đào Hiếu,Vương Tử Kỳ nói nam bắc kì ko sao cả vấn đề là mấy cái video kiểu giết người chộm cắp đi mà vào nói bọn barky đấy bọn namkiki đấy thì bạn thấy thế nào,1,1,0,0,0,0,0,0
Vương Tử Kỳ,"Đào Hiếu thật ra cái từ nam kỳ bắc kỳ đông kỳ tây kỳ được dùng từ thời phong kiến rồi, cái từ kỳ đó được chuyển đổi từ chữ thành, hồi phong kiến ngta gọi Bắc Thành nam thành tây thành đông thành khoảng mấy trăm năm về sau chuyển từ thành sang chữ kỳ bắ… See more",1,1,0,0,0,0,0,0
Hoàng Hải Đăng,"Nguyễn Quang Vinh
cái đám này cũng gần đây, chắc cũng là Cali mới nhú",21,6,14,0,0,0,0,1
Nguyễn Đạt,Hoàng Hải Đăng đúng rồi ít ra nó không ở nhà tôn nhà rơm như namkiki cái bọn lai khơ me trí óc đần nhất trong 3 miền,0,0,0,0,0,0,0,0
Nguyễn Đạt,Hoàng Hải Đăng nghe giọng bọn khơ me mà chứ người đâu nói ngọng ngọng vậy,0,0,0,0,0,0,0,0
Ken Markus Phupoom Feehily,"Hoàng Hải Đănggặp t ở bên mỹ là t cầm sún bắgn hết lũ parky đó, nó vẫn ở mexico băn nó như bắng gà thôi",1,1,0,0,0,0,0,0
Cô Út,Hoàng Hải Đăng đã quá mợi. Xin video coi,0,0,0,0,0,0,0,0
Trương Vĩnh Chánh,Nguyễn Quang Vinh,0,0,0,0,0,0,0,0
Đạt Tỷ Phú,"Nguyễn Quang Vinh
béc kỳ thì ăn rau muống lỳ như trâu chứ giề :))",0,0,0,0,0,0,0,0
Văn Nguyễn Minh,"Nguyễn Quang Vinh
ông đừng trêu đàn chó như vậy",0,0,0,0,0,0,0,0
Trương Hồ Công Quốc,"Nguyễn Quang Vinh
bạn cũng đang pbvm đó. Vấn đề gì ở đây. Cũng là cá mè mà khác lứa thôi chứ bầy đặt lên án đồ ha",5,5,0,0,0,0,0,0
Hưng Gia,Trương Hồ Công Quốc nó k pbvm. Cali miền nào của viet nam mà nói nó phân biệt.3/ là chó namky là miền nam.parky là bắc.đây là nó phân biệt chó với người,0,0,0,0,0,0,0,0
Gia Bảo,"Nguyễn Quang Vinh
26
https://shope.ee/7AGyOStCS6",0,0,0,0,0,0,0,0
Hiên Đỗ,"Nguyễn Quang Vinh
cái bọn hay pbvm nhất lại là parky ! vì éo có ai miền nam mà ra bắc chúng mày mà chịu nổi cái tính bài ngoại của chúng mày cả ! còn lãnh đạo thì "" tbt phài là người miền bắc và biết ný nuận "" !!! cười ẻ",25,17,6,0,1,0,0,1
Nguyễn Long,Hiên Đỗ ơ hình như e là người Nam Định mà ?,0,0,0,0,0,0,0,0
Nguyễn Cương,Hiên Đỗ con vật pbvm đây r,0,0,0,0,0,0,0,0
Đỗ Ngọc,"Hiên Đỗ Tiên sư bố con four` dẩm. Phát ngôn ngu như bò. Thế mày sinh ra ở đâu mà xưng "" CHÚNG MÀY "". Hay là loại động vật nào đẻ ra mày à.",0,0,0,0,0,0,0,0
Hồ Quyền,Hiên Đỗ về hỏi con mẹ m xem ngày xưa cho ăn học đàng hoàng ko lên đây ẳng câu như con chó nhà t hay sủa v :)) chỉ có mấy tk ngu l não cận huyết ms pbvm chứ parky cái tk ngu nhà m à từ đó của bọn thực dân pháp nó làm chia rẻ 3 tỉnh vn ta mà bh còn nói đc ngu vcl,0,0,0,0,0,0,0,0
Nông Hùng,"Hiên Đỗ ơ cái địt cụ cứ thử ra ngoài Bắc mà nó như này xem có hót răng mang về ko,3 tuổi ranh học éo học lên cắn càng, tương lai lại đi gái cho bọn nó địt thôi",0,0,0,0,0,0,0,0
Hiên Đỗ,"Nông Hùng thấy ko ! parky điển hình
bào sao người ta khinh",0,0,0,0,0,0,0,0
Nông Hùng,Hiên Đỗ chắc mày mồ côi,0,0,0,0,0,0,0,0
Hiên Đỗ,"Nông Hùng sao xóa cmt vậy parky !!
để cmt cho người ta thấy văn hóa xứ parky chứ !!!",0,0,0,0,0,0,0,0
Nông Hùng,Hiên Đỗ bố đâu có,0,0,0,0,0,0,0,0
Hiên Đỗ,Nông Hùng đúng là văn hóa parky !! cmt tực tiểu nói bậy xong xóa =]] còn xưng bố cơ !! kinh thế nhờ ... ! khá lắm parky,0,0,0,0,0,0,0,0
Nông Hùng,Hiên Đỗ mù à con,0,0,0,0,0,0,0,0
Hiên Đỗ,Nông Hùng đúng rồi ! để hình đó .. cho mọi người thấy dc cái văn hóa parky trong người mày !! tốt lắm parky,0,0,0,0,0,0,0,0
Nông Hùng,Hiên Đỗ lớn nhanh rồi đi làm cave chổng cho các bố địt nhé,0,0,0,0,0,0,0,0
Hiên Đỗ,Nông Hùng cứ thể hiện vắn hóa parky càng nhiếu càng tốt nào !! tiếp đi nào parky .. để mọi người biết dc xứ parky có văn hóa như thế nào,0,0,0,0,0,0,0,0
Nông Hùng,Hiên Đỗ lồn mọc lông chưa cháu,0,0,0,0,0,0,0,0
Vện Ba Khoang,Hiên Đỗ mày lại ngu rồi chơi tik Tok thì tao toàn thấy bọn mày pbvm,0,0,0,0,0,0,0,0
Phạm Minh Giang,"Hiên Đỗ ông ơi, mấy thằng phân biệt vùng miền toàn mấy thằng cali chia rẽ tình cảm ae Việt Nam thôi
, mà nghĩ cũng khổ, tại thằng bố con mẹ nó ngu bị đánh cho như 1 con chó phải đu càng đi ở ké nên tụi nó phân biệt là đúng r,mà ông có z thế",0,0,0,0,0,0,0,0
Tuấn Hùng,Hiên Đỗ miền nam chúng m toàn người bắc cầm chịch thôi khôn mới cầm đầu tụi m được đó. Oai đéo gì,0,0,0,0,0,0,0,0
Phan Duc,"Hiên Đỗ chứ bọn khát nước lại rúc trong cái gọi là miền nam như m à , cali con mà cứ nhảy ngược lên",0,0,0,0,0,0,0,0
Hiên Đỗ,"Phan Duc đúng rồi miền nam toàn lũ khát nước ,,, mấy ông bà miền nam xưa ngu nên giờ thành mấy mộ liệt sĩ còn cháu thì bị nói thành khát nước !! chỉ có parky là dân Việt Nam và yêu nước thôi",0,0,0,0,0,0,0,0
Mạnh Là Tên,"Hiên Đỗ vậy óc
có biết các đời chủ tịch nước VN thì người ở đâu chiếm đa số k?",0,0,0,0,0,0,0,0
Hiên Đỗ,Mạnh Là Tên mày biết tbt các đời có người nào mn ko ? và các chủ tích các đời người thanh nghệ tĩnh là đa số nhé !! cần tao show ra luôn ko ?? uvbct giờ cũng thanh nghệ tĩnh và parky nhé !! óc chó cũng ko biết gg mà đọc à,0,0,0,0,0,0,0,0
Trần Nhật Minh,Hiên Đỗ chưa biết nhiều hay k nma thấy bạn đang pbvm,0,0,0,0,0,0,0,0
Mạnh Là Tên,Hiên Đỗ mày biết tbt Trần Phú không?,0,0,0,0,0,0,0,0
Hiên Đỗ,Trần Nhật Minh cười ẻ bọn pbvm lại nói người khác pbvm !! =]],0,0,0,0,0,0,0,0
Hiên Đỗ,"Mạnh Là Tên thì ra mày bị ngu !! Trấn Phú là ""Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Đông Dương "" không phải Việt Nam nhé ! lúc đấy là bao gồm 3 nước V-L-C nhé !!! đọc cho rõ vào nhé",0,0,0,0,0,0,0,0
Hiên Đỗ,"Trần Phú sinh ngày 1 tháng 5 năm 1904 tại thành An Thổ, phủ Tuy An, tỉnh Phú Yên (nay thuộc xã An Dân, huyện Tuy An, tỉnh Phú Yên), nguyên quán của ông ở làng Đông Thái, xã An Đồng, tổng Việt Yên, huyện La Sơn, phủ Đức Thọ, tỉnh Nghệ An (nay thuộc xã T… See more",0,0,0,0,0,0,0,0
Mạnh Là Tên,"Hiên Đỗ óc
mày viết Đảng cộng sản đông dương là tiền thân của đảng cộng sản VN k? Biết các ông sáng lập đảng cộng sản đông dương toàn người Việt k?. Biết ông Lê Duẩn k?",0,0,0,0,0,0,0,0
Mạnh Là Tên,"Hiên Đỗ đã n.,g.,u còn thích thể hiện",0,0,0,0,0,0,0,0
Châu Minh Tâm,Hiên Đỗ địt mẹ con ngu này :))) mày ngọng từ giọng nói đến chứ viết luôn à?,0,0,0,0,0,0,0,0
Phan Duc,"Hiên Đỗ nói cứ như mỗi cái miền nam phải đấu tranh không bằng , chả ai xỉa xói miền nam. Toàn bọn cali con đội lốt nhột xong quay ra cắn",0,0,0,0,0,0,0,0
Trần Nhật Minh,"Hiên Đỗ việc bạn đang làm là phân biệt đấy con gì. Cái câu bạn vừa viết như vừa tát thẳng vào mặt bạn luôn
? Bạn có thực sự biết cách lí luận k vậy nhỉ",0,0,0,0,0,0,0,0
Minh Thuận,"Nguyễn Quang Vinh
chỉ có packy tụi m mới nhột thôi còn tại sao nhột thì tự hiểu",4,3,1,0,0,0,0,0
Đăng Quang,Minh Thuận ảnh thờ mà mày đặt làm ảnh bìa thế,0,0,0,0,0,0,0,0
Minh Thuận,Đăng Quang đâu phải tự nhiên lũ bắc kỳ chúng m bị ghét có lí do cả,0,0,0,0,0,0,0,0
Đăng Quang,Minh Thuận đúng r mấy thằng tinh trùng khuyết tật cmay thì bộ não có suy nghĩ dc cái lồn gì đâu,0,0,0,0,0,0,0,0
Vui LàChính,Minh Thuận bị đá đít năm 75 thì chả cay à,0,0,0,0,0,0,0,0
Phú Thiên,"Nguyễn Quang Vinh
cay lắm r đk bạn",0,0,0,0,0,0,0,0
Phú Thiên,"Nguyễn Quang Vinh
đau đớn quá pảky ạ",0,0,0,0,0,0,0,0
Hai Zhivago,"Phú Thiên pảky là cái gì vậy hả thằng tây nội địa,tiếng nước nào vậy,hay là không có nước",0,0,0,0,0,0,0,0
Phú Thiên,Hai Zhivago ????,0,0,0,0,0,0,0,0
Phú Thiên,Hai Zhivago bò đỏ lạc bầy ?,0,0,0,0,0,0,0,0
Phú Thiên,Hai Zhivago,0,0,0,0,0,0,0,0
Khanh Huy,"Nguyễn Quang Vinh
Sao nhiều thằng đéo phân biệt nổi pbvm vs cali nhờ =)) Muốn chửi thắng ngta đến thế cơ à=)) lôi hết nhưng gì mình học đc trên mạng =)))",0,0,0,0,0,0,0,0
Trường Trần,"Nguyễn Quang Vinh
nói tới bắc kỳ là giựt như đĩa phải vôi.",0,0,0,0,0,0,0,0
Bill Kim,"Nguyễn Quang Vinh
tao miền trung mà tao thấy mấy parky còn vô học hơn vài thằng 3que, chơi đểu xấu,chơi kiểu muốn ăn tay trên ngta, tự ái cao cũng parky ra hết",5,4,1,0,0,0,0,0
Văn Hiếu,Bill Kim chí mạng,0,0,0,0,0,0,0,0
Khanh Xin Zât,Bill Kim ok cái đấy thì t nhận nhưng trung kì muôn đời ọc ọc,0,0,0,0,0,0,0,0
Nguyễn Quang Vinh ✅,"Mấy em Cali vs 3/ cay quá cay . Cay quá k làm gì đc vài cmt bài t chửi xong add t cả đống. Hề loz. Tưởng loại rác nào cũng add t được hay gì ấy
. Aliuliu mấy em đê'u có gốc",0,0,0,0,0,0,0,0
Trần Thịnh Quan Đạt,"Nguyễn Quang Vinh
bồn kì lắc ní nựng",0,0,0,0,0,0,0,0
Nguyễn Cường,"Nguyễn Quang Vinh
parky chả có vấn đề gì, chỉ là bọn nghe có vấn để dãy đành đạch thôi",0,0,0,0,0,0,0,0
Chino Arlec,"Nguyễn Quang Vinh
chuẩn mấy th bk vs mấy th nk thì ai cũng như nhau",0,0,0,0,0,0,0,0
Thanh Linh,"Nguyễn Quang Vinh
nói chung padkkkyyy tốt quá mà ,bởi con cháu sao này ai nói tới là nhảy đảnh lên liền ,tổ tiên pakkkkyyy của mình còn đéo dám nhận",2,1,1,0,0,0,0,0
Nguyễn Quang Vinh ✅,"Ngồi đây đại chiến vs cali con 800 hiệp
hài tết tới trễ",0,0,0,0,0,0,0,0
Lee Nguyen,"Nguyễn Quang Vinh
t k phải 3/, t ở miền Trung mà cả làng cả xóm t ai ai cũng ghét parky",0,0,0,0,0,0,0,0
Nguyễn Quang Vinh ✅,"K biết mấy nhóc đọc hiểu có vấn đề hay mắt bị lé
bố m chửi bọn cali con chứ pbvm mả cha bọn m à não cặk
. Học thức đéo có còn đòi bắt bẻ người khác",0,0,0,0,0,0,0,0
Khunie Nguyễn,Chất anh ơiii! Làm rạng danh Parky chúng mình thôi,67,26,39,0,1,0,0,1
Ngô Trung Nghĩa,Khunie Nguyễn Parky never die,11,5,4,0,2,0,0,0
Hân Ho,"Khunie Nguyễn màu của khát máu, màu của liên xô của trung cộn của khối xhcn tàn bạo",1,1,0,0,0,0,0,0
Khunie Nguyễn,Hân Ho thì?,0,0,0,0,0,0,0,0
Hân Ho,"Khunie Nguyễn màu máu là màu tanh nhất, tởm nhất, màu của quỷ.",0,0,0,0,0,0,0,0
Phong Đào,"Hân Ho thế trong chị đang mang thứ tanh nhất,tởm nhất,màu của quỷ à?",0,0,0,0,0,0,0,0
Hân Ho,"Phong Đào màu của sự sống, còn máu kia là nhuốm máu bắn giết đồng bào",0,0,0,0,0,0,0,0
Ngô Minh Đức,Hân Ho mà y bị đầ n di truyền à con ml`,1,0,1,0,0,0,0,0
Đặng Xuân Vinh,Hân Ho ngon mà ngu thế em,0,0,0,0,0,0,0,0
Nguyễn Đạt,Khunie Nguyễn chúc mai bố bạn 49 ngày vui vẻ,29,8,18,0,2,1,0,0
Thần Cồn Miền Nam,Nguyễn Đạt chúc mai bố bạn chôn thanh thản nhé dal,2,2,0,0,0,0,0,0
Khunie Nguyễn,Nguyễn Đạt thôi cút con mẹ mày đi. Lớn rồi chửi nhau ko đc lôi bố mẹ vào đây. Chắc suốt ngày đi cà khịa để người ta vào chửi bố chửi mẹ mình lại :)) thằng bất hiếu,20,19,1,0,0,0,0,0
Van Truongg,Nguyễn Đạt lôi cả 1 vùng miền thì được nhỉ,0,0,0,0,0,0,0,0
Zuong Ng,"Khunie Nguyễn đél ai lớn đi pbvm đâu thg óc Iồn ạ, nói cho đã xg h ngta nói lại nhảy dựng lên như bị đốt dái, cỡ m thì chame làm chó canh nhà cho mấy thằng tây lông cx ko có gì là lạ đâu thg con hoang ạ",0,0,0,0,0,0,0,0
Nguyễn Quang Vinh ✅,"Khunie Nguyễn nó là 3/ , cali con đó. Chấp nó làm gì ô . Rác thải mà. Kệ nó đi",0,0,0,0,0,0,0,0
Đặng Nam,Khunie Nguyễn gia đình phản động đáng sống đâu,0,0,0,0,0,0,0,0
Khunie Nguyễn,Đặng Nam đéo hiểu đọc kiểu gì thành phản động. Học xong đã rồi hẵng đi làm anh hùng bàn phím nhé nhóc con,3,2,1,0,0,0,0,0
Trần Xuân Hạ,Nguyễn Đạt hệ chui rúc :)),0,0,0,0,0,0,0,0
Hà Thị Phương,"Khunie Nguyễn “Khi mấy đứa tụi mày đi kì thị người ta thì có nghĩa là: tụi m đã đưa danh dự của cả gia đình tụi mày ra rồi. Tụi mày phải chấp nhận 2 kết cục:
1. Nó chửi gia đình mình thì mình nghĩ cách chửi lại nó
2. Chấp nhận đau thương là cả nhà bị … See more",1,0,1,0,0,0,0,0
Lee Tuk,Nguyễn Đạt parky khóc,0,0,0,0,0,0,0,0
Tung Pham Duong,Hà Thị Phương,2,1,0,0,1,0,0,0
Hà Thị Phương,"Tung Pham Duong tôi ở miền Trung, tôi nói được cả giọng Bắc-Trung-Nam kể cả giọng miền Tây vì tôi có bạn bè ở mọi miền. Nhưng ông bạn biết sao k? Tôi gặp 10 đứa ở trong Nam thì có tận 5 đứa là pbvm rồi, tôi hỏi sao lại pbvm thì chúng nó thở ra câu “ ôn… See more",4,2,1,1,0,0,0,0
Tung Pham Duong,Hà Thị Phương thế thì gửi cho nó đọc bài này bạn ơi. bạn share đi: https://www.facebook.com/share/p/S5LkDsn8b5U36smP/?mibextid=oFDknk,1,0,0,0,1,0,0,0
Nguyễn Quốc Khánh,Khunie Nguyễn chúc bạn 30/4 vui vẻ,4,0,4,0,0,0,0,0
Gia Bảo,"Khunie Nguyễn 27
https://shope.ee/7AGyOStCS6",0,0,0,0,0,0,0,0
Đặng Hoàng,Khunie Nguyễn chắc anh khát nước lắm nhỉ =)),1,0,1,0,0,0,0,0
Khunie Nguyễn,Đặng Hoàng đọc cho kỹ vào. Đây yêu nước ko hết nhé,1,1,0,0,0,0,0,0
Rong Sư Đê,"Khunie Nguyễn mấy thằng khùng đó, mỗi lần nghe câu parky thì auto nói người khác Cali, đúng là óc trái nho y như nước sôi đổ háng",1,1,0,0,0,0,0,0
Khunie Nguyễn,Rong Sư Đê ngu ngục thật bạn ạ,2,2,0,0,0,0,0,0
Nguyễn Mạnh Cường,Khunie Nguyễn nhưng bắc kì hay là parky,0,0,0,0,0,0,0,0
Nguyễn Mạnh Cường,Khunie Nguyễn phàn biện lại cũng ngu vl còn ra vẻ,0,0,0,0,0,0,0,0
Khunie Nguyễn,Nguyễn Mạnh Cường bọn phân biệt vùng miền toàn gọi bắc kì là parky đó,0,0,0,0,0,0,0,0
Nguyễn Mạnh Cường,"Khunie Nguyễn gọi thì kệ cụ chúng nó đi
Còn ng bắc ai để tên parky bắc kỳ mới đúng nhé",0,0,0,0,0,0,0,0
Khunie Nguyễn,NÓI CHO MẤY BẠN NGU NÈ:,49,31,11,0,6,1,0,0
Phan Đức Phương,Khunie Nguyễn Riêng đã phân biệt Bắc Kì với Nam Kì thì chúng m với bọn 3 que đều như nhau,0,0,0,0,0,0,0,0
Nguyễn Tuấn,Khunie Nguyễn bố cái thằng ngu bản chất từ parky đã là 1 từ pbvm vì nó là cách mà Pháp đặt cho miền Bắc lúc ta bị đô hộ đcm giờ cứ parky never die có mà die thằng bố mày,0,0,0,0,0,0,0,0
Gió,Khunie Nguyễn t ng bắc t đéo thấy gì là tự hào cả đầy ng bắc mang cả cty lớn bé vào nam làm ăn còn k dám lấy tên đấy chúng m nghĩ mang cái tên phân biệt vùng miền mà bọn thực dân pháp nó đặt cho thì hay ho lắm à? Thời sự ngta cũng khuyên k nên phân biệ… See more,14,13,0,0,1,0,0,0
Nghiêm Đức Hải,Khunie Nguyễn thì không nói ai mà biết,0,0,0,0,0,0,0,0
Trần Đức Mạnh,Khunie Nguyễn chuẩn b,0,0,0,0,0,0,0,0
Trần Mina,Khunie Nguyễn vậy xác định những ngày tới dẹp tiệm là vừa,0,0,0,0,0,0,0,0
Cục Cứt Pé Pỏng,Khunie Nguyễn nói v ai mà chả hiểu nhầm hả anh,0,0,0,0,0,0,0,0
Nguyen Pino,Khunie Nguyễn kiếp nô lệ vào Nam làm thuê mà tự hào nhỉ,0,0,0,0,0,0,0,0
Nguyễn Xuân Sơn,Khunie Nguyễn rồi a m có chóooo nào zô mua hàng hông zị,0,0,0,0,0,0,0,0
Vũ Lê,Khunie Nguyễn nhỏ không học lớn lên giải thích như cái lỗ đít t,0,0,0,0,0,0,0,0
Quân Nguyễn,Khunie Nguyễn vậy sao ko kêu thằng anh mày đặt mẹ tên shop là Bắc Kỳ luôn cho nó tự hào :))))),0,0,0,0,0,0,0,0
Bảo Việt,Khunie Nguyễn ngu si đần độn,0,0,0,0,0,0,0,0
Vũ Phạm Tuyên,chúc mừng tiệm sớm đóng cửa nhé,2,1,0,0,0,1,0,0
Nơi Nào Có Em,Khunie Nguyễn nam cry,1,0,0,0,0,1,0,0
Cuong Alibaba,Khunie Nguyễn nó khịa kêu rạng danh kaka. Đúng óc,1,0,0,0,0,1,0,0
Nguyễn Tôn,Khunie Nguyễn yêu nước kiểu ngu thì im mẹ mày hết đi cả thằng anh mày nữa. Toàn lũ ngu tưởng thế là hay,1,0,0,0,0,1,0,0
Nguyễn Phú Quan,Nguyễn Tôn parky rất cay,0,0,0,0,0,0,0,0
Tung Pham Duong,Nguyễn Tôn,1,1,0,0,0,0,0,0
Trường,Khunie Nguyễn 2 ae đần đặt quả tên ngu -))),2,1,0,0,0,1,0,0
Tung Pham Duong,Trường,1,1,0,0,0,0,0,0
Hai Zhivago,"Khunie Nguyễn parky là gì vậy, tiếng nước nào thế,hay là không có nước",1,0,0,0,0,1,0,0
Mạnh Cường,pakky mại đỉnh,13,2,9,0,2,0,0,0
Tung Pham Duong,"Mạnh Cường Những ảnh này để luôn chiến thắng này người anh em bắc kỳ của tôi, những người Việt xịn, người Việt chính tông",1,1,0,0,0,0,0,0
Nguyen Pino,Tung Pham Duong ảnh xaoloz photoshop chứ có cái éo,1,0,0,0,0,1,0,0
Tung Pham Duong,"Nguyen Pino hihi :)) sao lại chửi người đẻ ra mình? họ biết họ buồn đó
https://www.facebook.com/share/p/HVUNYjzfPtJqsGo7/?mibextid=oFDknk",0,0,0,0,0,0,0,0
Nguyen Pino,Tung Pham Duong cái page ghẻ gì có lèo tèo vài like thế này,1,0,1,0,0,0,0,0
Tung Pham Duong,Nguyen Pino :)))) khổ. họ Nguyễn Thanh Hóa mà biết được chắc đã không gửi con cháu vào nam. nghĩ mà thấy tội nghiệp thế hệ con cháu. sao thế nhỉ hehe. kẻ thua cuộc thì cứ ám ảnh mãi. người giàu thì vẫn cứ giàu và lãnh đạo 3 miền :))) khổ. cay cay. đúng… See more,0,0,0,0,0,0,0,0
Nguyen Pino,"Tung Pham Duong haha, đứa cay nhất là đứa nghe 2 từ parky ấy
nghe bth mà nhỉ",0,0,0,0,0,0,0,0
Gió,Nguyen Pino bố cái thằng ngu m biết cội nguồn của việt nam bắt đầu từ đâu k? K có cụ tổ của m di dân vào nam mà sống k có cụ tổ mày đánh chiếm từ hà nội vào vũng tàu thì móc ra cái lũ vô ơn như tụi m hả. 1 lũ bán nước biết bao nhiêu lần để bọn bắc kỳ … See more,0,0,0,0,0,0,0,0
Tung Pham Duong,"Bắc Kỳ (người Việt xịn) và nô +-+lệ mọi của họ. yêu Bắc Kỳ, những người Việt chính tông",1,1,0,0,0,0,0,0
Quang Học,"Quả Biển này bọn cali, xỏ lá 3 que ,tây nội địa phải khóc ra máu !",17,8,8,1,0,0,0,0
Đức Bảo,Quang Học namkiki nhìn đái ra máu liền..kk,1,1,0,0,0,0,0,0
Lorion Sang,Đức Bảo có đường nam kỳ khởi nghĩa xưa h rồi có ai thấy nói j đâu. Thấy parky là ngta phải thốt lên ko hiểu tại sao,2,0,1,0,0,1,0,0
Đức Bảo,Lorion Sang kiki là 1 động vật,0,0,0,0,0,0,0,0
Thầy Ông Khịa,"Lorion Sang ờ, vào Nam nói 3 que xem có sống sót ra đến Bắc được không lại k hiểu tại sao.",1,0,0,1,0,0,0,0
Ng Tri,"Đức Bảo ngu mà cứ tưởng min ngầu thế e, khác đell j bọn cali, 3 gạch đâu nhỉ",1,0,0,0,0,1,0,0
Tung Pham Duong,Lorion Sang nè bạn. có group luôn,1,1,0,0,0,0,0,0
Ng Hoàng Khang,Đức Bảo sv cứ tưởng mình là ng,0,0,0,0,0,0,0,0
Nguyen Pino,"Đức Bảo quả biển này càng khiến mọi người gọi chúng mày là parky thì nên vui đi, chúng mày thừa nhận là parky mà",0,0,0,0,0,0,0,0
Quang Học,Thầy Ông Khịa ok bạn yêu,0,0,0,0,0,0,0,0
Nguyen Pino,"Tung Pham Duong làm gì có group đó, ghép ảnh xaoloz là giỏi",0,0,0,0,0,0,0,0
Nguyen Pino,"Quang Học quả biển này càng khiến mọi người gọi chúng mày là parky thì nên vui đi, chúng mày thừa nhận là parky mà",2,1,0,1,0,0,0,0
Quang Học,Nguyen Pino ok con zai yêu,0,0,0,0,0,0,0,0
𝑵𝒈𝒖𝒚𝒆̂̃𝒏 𝑳𝒆̂ 𝑯𝒐𝒂̀𝒏𝒈,"Nguyen Pino Thương thay cái kiếp đu kàng
Quê hương chẳng có, cố hương chẳng còn
Đến ngày thống nhất Bắc Nam (30-4)… See more",0,0,0,0,0,0,0,0
Nguyen Pino,"𝑵𝒈𝒖𝒚𝒆̂̃𝒏 𝑳𝒆̂ 𝑯𝒐𝒂̀𝒏𝒈 thương thay cái kiếp súc loài
Bò đỏ là 1, 2 là 3 que
Kiếp bò đỏ bị nghìn năm đô hộ
Kiếp 3/ sống… See more",0,0,0,0,0,0,0,0
Tung Pham Duong,"Quang Học Người miền Bắc là người Việt xịn, người Việt chính tông mà lại",0,0,0,0,0,0,0,0
Tung Pham Duong,Các tỉ phú đô la toàn người Bắc. 3 tòa cao ốc cao nhất miền nam cũng là của các ông chủ người Bắc. ngưỡng mộ sự lãnh đạo của các ngài,2,1,0,1,0,0,0,0
Nhân Đoàn,Chủ tiệm người miền tây,3,1,1,0,0,1,0,0
Ngô Trung Nghĩa,Nhân Đoàn mình sinh ra lớn lên ở HN. Nguyên quán hộ khẩu HN luôn b à,5,5,0,0,0,0,0,0
Nhân Đoàn,Ngô Trung Nghĩa thiệt là thông minh đang trend lun,2,0,0,0,0,2,0,0
