comments,label
hình chó trang tao nghi mày mày 4 chân cút mẹ mày đi,2
mày thằng cứt thằng cương nè,2
tưởng dãy lợn chọc tiết. bình luận câu vả ngược câu câu đá câu trước. cac ngu vãi lồn,2
cắp văn súc sanh đi học cải lộn cắp văn loạn luân đẻ súc sanh mày nha,2
bảo nô bố đợi chiều đi đừng hối hối gia đình vòng tròn nô đấy _,2
x đi đầu khất thằng bố mày tráng miệng đi,2
x hả hèn chi miệng dính kìa súc sanh x chùi mép nha đi cứt tiếp đi chìu,2
cạo đầu mày nha lo kịp đừng đường,2
mày cứt,2
ngon miệng nha mày cứt ngon miệng tao vui lắm súc vật,2
hoảng loạn xé giấy nợ hết. khóc run hoảng mặt câng câng kia kêu hoảng thể xạo chó .,2
mày hỉu tiếng mày mày súc sanh súyt nưã tao quên mày súc vật,2
đói tao gửi cứt tao nha đừng ngại,2
cột điện đâm vô mỏ mày cột điện đi đi mã mẹ mày,2
mày tụi phẫn nộ,2
tụi giang hồ đem công an doạ. tao ghét vãi lồn. bạch liên hoa sợ cháo đá bát dám nâng đỡ .,2
cáo đóng giả thỏ,2
mặt súc sanh ỉa ỉa coi chừng sạch 1 miếng,2
mày đừng văn tao năn nĩ câu chửi tao quài súc sanh mặt ngầu bồn cầu nha,2
chắn thằng nô thông cảm gia phả vòng tròn tội,2
chỗ tao nhìu gỗ lắm tao đẻo mày cá mày gặm nha súc vật,2
thằng não ngắn mày chán,2
suy thấu đáo tt đi lừa ta lừa trang kìa bã quái quỷ ranh ma bỉu,2
đéo đi bám nam kỳ mẹ mày mày,2
nam kỳ nam đi chẳng quan tâm mày mày chuẩn nhẩy rau muống nhìu vô bổ óc cứt mày đi,2
3 / bú cặc bọn lưu vong,2
nhắc nam kỳ ca léo đụng tụi mày tụi mày,2
cười ẻ xạo lồn phủ đầu mấy đứa ngu ngục mày luận cắn đít luận cắm đầu dây rợ dắt mũi đi. tao tranh luận ràng quan đéo cãi cùn kêu khinh đéo thèm lời.,2
vợ thằng nít,2
mày ngu chán đéo thông não mày tiếp luyến kêu đ’ mày đéo. đéo đéo. đéo thèm đấy tao tao khinh mày đầu đất đéo thèm tiếp haha,2
lo bé cún đi tui tui dạy kệ tui kỉu ngứa tai sống nhiêu vẻ,2
lỗi nãy chẳng đụng chạm nhiên bay vô cắn tui lo đi lo thiên hạ,2
rồi. sống hào ba má ạ.,2
mày phản biện tao giùm đi mõm vẻ,2
tối y soi váy ta thua nha mãi yêu,2
toàn mày hàm hồ cãi ảo tưởng,2
cãi đéo tao dắt mũi bọn vặn tao. bình luận liên quan tao tao tao,2
thằng phản động thể đổi profile đi đéo quảng trị quảng trị bọn tao đéo chứa chấp ba que.,2
tiếng coi coi nha,2
hát kiếm tiền luôn. ba que đòi kiếm tiền đất việt nam à. thành tư tưởng xứng tẩy chay. việt nam mồm yêu đất kiếm tiền lộ chất,2
tao hàng vps rồi. mày ngu lắm phản động hàng chủ tịch tụi mày phản rồi. đặc biệt thèn heo,2
nốc đéo ngọng viết ngọng bày đi chửi,2
người.u,2
sủa đi tụi tao mừng giải phóng miền nam thống đất đứng lưng sủa mõm tụi mày. tiếng việt chui háng bọn phản quốc hèn,2
cụ mày sồn sồn mẹ mày sốt ruột. tao đấy kiến tao,2
kiện đéo chứng cụ thể kiện kiện nít hả ngu . thể đéo đọc tiêu đề vô sồn sôi trụng cu,2
tiếng việt ghi tả. tao lạy cụ mày dạy dổ chốn toàn lũ ngu,2
tả chỗ mày tao thằng óc chó,2
khát nhóc đái ngậm,2
nhai bò nhai cỏ,2
ngặt mấy thằng kì thị trung tâm vũ trụ tưởng nạn nhân,2
mấy thằng thổ khơ me cay vô duyên vô bình luận bênh thẳng chủ trạng thái phân biệt miền,2
coi chừng chui gầm cầu ống cống đi phán xét,2
tối quanh quẩn hán ví dụ rơm cá ngon cá rô,2
ba que thụt lồn,2
hình đại diện coi chừng tiếng 4 chân đuôi lông lá dám phơi mặt,2
vô học súc sanh súc vật mày nhiêu,2
vô học mày chui háng mày đẻo x cá mai chấm pịa,2
bọn thổ khơ me mày kinh kinh di cư bắc sài gòn bình dương cà mau mày,2
mặt đấy vênh lắm sợ . gọi giang hồ đấy gọi tú,2
thằng vô học vô trang cá nhân rình mò nha dân tộc kinh tụi tao đéo súc sanh,2
mấy tinh trùng khuyết tật khơ me mày tàn phá hại gen bọn campuchia toàn bọn óc ca,2
mày mày vô học vô duyên tưởng tao đi học ba mẹ mày thằng tinh trùng khuyết tật mày,2
thổ khơ me đi mấy thằng thổ khơ me 95% rơm lá 5% tôn,2
trúng tim đen nhảy xuyên,2
cà mau kinh bảo sài gòn bd cà màu kinh,2
kệ mày đi tao khơ me sủa tiếp đi nha mãi yêu,2
thời hiện đại toàn lớp 9 lớp 10 nghỉ học đi kiếm tiền,2
khoản mấy khơ me đặc sản ham lười,2
học đi học lo học kỉu dạy,2
bảo lá trúng tim đen nhảy xuyên,2
ghê bảo câu đi bọn tui kinh học sợ mấy khơ me cà màu an giang lắm,2
thằmg xạo phân biệt vô phân biệt,2
lộn nội mấy đi an giang sóc trăng chôn mày,2
khiếp thể mày quá. đeo vợ tòi thằng vợ mày tật mù thằng mày tình trạng mày đeo tích chăm sủa rong see more,2
kì. bọn nô dịch mày hở tí phân biệt. miệng phân,2
mày sủa tao nhốt thằng súc nô bố mày cũi,2
đất đường quyên góp thiện tưởng,2
miền nam khịa mấy thằng sọc ạngười ta chủ yếu trêu mày mày soi gương văn ba que,2
giải kỳ ghê công học phòng cờ nhạy cảm cất đi chềnh ềnh up youtube facebook bảo lọt sao. phân biệt công kỳ nguỵ biện,2
lo đi học đi đừng mấy câu đạo lý bọn đạo lý sống chán lắm,2
đề nghị cấm sóng cấm tham gia biểu diễn hình thức ngọc username quốc quốc nghiệp,2
đừng bao tranh cãi thằng ngu. kéo ta ngang trình độ đánh bại ta kinh nghiệm ngu,2
nín bắt sợ chạy lũ bọn mày chạy 30/4/1975,2
cu nam kỳ đu hụt ta chứng chứng ràng cu mõm kêu 90% 90% cu kêu tướng việt nam cộng hòa đa backy . đần đi bịa,2
sài gòn. cu thôi. đầu cu đần kệ.,2
nè cu non lắm phủ ba que miền nam 90% cu bịa nam kỳ yên tâm trò vui,2
uh. bọn cán việt nam ùn ùn kéo bám lạ gì. mày ếch đáy giếngchưa thẻ xanh không. mày mơ điyêu đi,2
kêu chứng việt nam cộng hòa toàn bắc 54 cu bắc 54 nổi tiếng ngu cu tồn sủa bậy xàm ngôn,2
đa bắc 54 vô việt nam cộng hòa thằng ngu à. cộng sản vô bắc kỳ 54 chạy tiếp hải ngoại. dân miền nam 1975 khổ đi vược biên. ngu bô,2
thằng phản động cay cú,2
gạch đảng 2019 rồi.,2
bảo vệ chủ mày táp hoang,2
nam chó nhại câu tao chi văn,2
giỏi vác lồn xong mõm thôi. nổi 3 bữa liếm cẳng ta cục xương . thua chó tao,2
bố thằng não tôm ngu,2
giấu đầu hở đuôi kẻ mượn danh nghệ sĩ thực hiện mưu đồ chống đất sinh nuôi thành,2
tụi mày nhột gọi bắc kỳ mấy hả chả thua chó mày cay tụi tao chả nhột lủ khỉ kịp tiến hoá,2
tao phân biệt miền nhé. tao đéo mày. đồng xã hội vậy. thông minh đừng đi đá xéo .,2
cảm ơn quan tâm bọn mày tụi mày lắm bằg,2
khoá mừn vô coi ngợm ngợm quá.,2
đầu toàn cứt treo cứt đầu giường ngủ ngon mèi,2
định cư mỹ biến đất hình chử,2
trăm cõi ta xỏ lá ba que thương thay tỏ yêu,2
mặt ác thiệt mẹ hahahaha,2
óc mày viết đảng cộng sản đông dương tiền thân đảng cộng sản việt nam lập đảng cộng sản đông dương toàn việt không. lê duẩn,2
viec gi phai goi no la . loai ba que nhu no goi la chó khat,2
mày ngu trấn phú tổng bí thư ban chấp hành trung ương đảng cộng sản đông dương việt nam đấy bao 3 vlc đọc,2
ký đầu mày nha phim ròi quà mày lẹ,2
lồn mặt giả vãi lồn,2
ừa má mặt gian dâm ác liệt nè má haha,2
óc đời chủ tịch việt nam chiếm đa,2
mấy thằng phân biệt miền toàn mấy thằng nam kỳ chia rẽ tình cảm việt nam khổ thằng bố mẹ nóngu đánh 1 chó đu đi ké tụi phân biệt rồimà,2
mày ngu tik tok tao toàn bọn mày phân biệt miền,2
đi đỉ chổng bố địt,2
điên cơm cộng xản thờ ma cộng hoà chẳng chửi hai bênh,2
máy kêu vợ chồng trùm dối,2
mày mồ côi,2
địt cụ thử bắc hót không3 ranh học đéo học cắn tương lai đi gái bọn địt,2
mẹ mày xưa học đàng hoàng ẳng câu chó tao sủa mấy thằng ngu lồn não cận huyết phân biệt miền bắc kỳ thằng ngu mày bọn thực dân pháp chia rẻ 3 tỉnh việt nam ta bao ngu vãi lồn,2
tiên sư bố phò dẩm. phát ngôn ngu bò. mày sinh xưng mày . động vật đẻ mày à.,2
vật phân biệt miền,2
ngụy biện,2
phân biệt miền đó. vấn đề đây. cá mè lứa bầy án đồ hả,2
đừng trêu đàn chó,2
quan tui 1 sát hai vợ chồng chí hai ghép tội phản bội tổ quốc bắn,2
cức đi đừng việt nam,2
mày đọc bình luận tao táp,2
cay lắm hả mày cay mời mày cút mày mày cay,2
mày phân,2
1 chó ngứa,2
tao phân biệt miền chó tiếng địa phương sai chó sủa táp chán niên vẻ phân tích ngôn ngữ ngậm mõm,2
bắc trung nam tao đi đừng tao đi đi tao ỉa mặt đấy nhóc ếch đáy giếng,2
tao sài gòn ranh miền mày xó tao quan tâm điển tiếng việt sai sai bao xó mày đại diện việt nam hẵng ranh,2
ranh sài gòn ta bắt lỗi mày mày cố tình viết văn giải trình ranh,2
bố mẹ mày đẻ mày đau lồn mày đi cắn bậy,2
đức đi. khẩu nghiệp phân biệt miền muộn vỡ mõm,2
hannie monaban chế độ mày ước ao việt nam cộng hòa ngô đình diệm vác máy chém đi tàn sát dân việt nam vô tội mày à. mày đứa đi rêu rao nhồi sọ ba que việt nam cộng hòa ngáo. đừng dỗi vụ húc đổ cổng 30/04 thương thương nha,2
hannie monaban vãi ước dân ba que vãi nghiên cứu lịch sử văn minh giới mày cắn mấy viên đéo gõ bình luận ba que,2
chửi chó nãy bận bịu táp câu bình luận thế. ôii mày bình luận xong mày đọc não cứt bình luận nguu,2
hiếu văn hahaha. giáo dục sống đọc nha. quần què quy ba que hả. tao . tao ba que tao ước dân ba que văn minh mày. kĩ ngâm cứu lịch sử văn minh giới tả ết học,2
phan ôi hài la lịt mẹ . ta dân lịt mẹ lắm. tao ba que tao ước sống chế độ ba que văn minh mấy đứa lịt mẹ tao nhồi sọ,2
cảm ơn dog nha sủa tiếp cắn tiếp đi dog sủa vui tai lắm,2
hannie monaban mày biến mẹ mày đấy đừng việt nam sống. đứng đất tổ tiên bọn tao hi sinh bao nhiêu đổi mày dám khinh miệt gớm đấy chả khổ chó suốt hầu hạ chân bọn nam kỳ,2
hannie monaban ện ngu ta hy sinh chiến đấu giải đất mày gõ phím chật đất đu nam kỳ đi / que,2
tao kêu vợ mày mày táp nha. mày lẻ loi đơn quá. tao chụp vợ lũ dòng mày mõm lợn mày táp dãy . vui lắm,2
cay lắm . trông kìa tao ghê. trông mày đéo lợn chọc tiết cả. mấy văn mấy thằng đéo đẹp đéo giàu nguu nhân lồn mày tao rồi. mấy câu đấy đâu. nhục,2
súc sanh tụi mày hùa cắn giỏi chúc mày sánh duyên chó đực nge,2
quai hả súc sanh cức no trở bồn kỳ lắc mày 1 chó ngoan,2
hannie monaban địt mẹ lũ phản quốc to mồm. mày việt nam bây 1975 trở phát triển đi. lũ lưu vong bám to mồm. đi hát việt nam,2
mặt cạc mày chó tưởng,2
hannie monaban mày ước bọn tao việt nam suy mai gì. bơ thừa sữa cặn à. sinh tiểu đường khổ,2
mày chó lang thang vô cắn dòng cứt mày nghiệp mày mày mặt cac mày địt mẹ coi chừng ma dám sáp vô mày 1 súc sanh,2
mày đeo 1 sợi lông chó tao huống gì. trông mặt mày tởm,2
tao xó vườn da dẻ mày dân saigon ưa mày lắm hả. lo mần chết mẹ da dẻ. thằng mày 99% thắng 7bai bất mãn,2
việt nam tao sĩ giỏi phản động cút mẹ mày đi,2
tẩy chay nhãn hàng sản phẩm ba que quốc quốc nghiệp đại sứ. tẩy chay ba que dơ bẩn ngọc mai hồng phượng,2
chỗ thằng vay nợ thắng chủ vay. hazz đời 2 chín mười. vay lãi kẻ vay bí cắn đời đấy thuyền thắng,2
xịn nỗi đi ghét xịn ngoãi đi vô nam chi ta ghét,2
tao bình bình thường. bọn ba que kiểu khịa khịa núp lồn mày tao chửi bình,2
mày bắc kỳ bình tao bắc kỳ pịa đần vãi lồn ta 1 2 mày 9 đéo 1,2
mày tao bảo chữ bắc kỳ bình thường. mấy đứa ba que nam kỳ phân biệt miền bình . đọc vấn đề mỹ xúc xích lú,2
mày triệu,2
đẻ lỗ đít nha mày,2
cay bọn thua,2
uống đi trai uống vô sức sủa 1 thằng nhột,2
đấy biểu diễn đa dân đu chả bợ đít nhau.,2
vô tình chưa. lộ clip ủng hộ. táo rào sung chấp được. phản quốc đánh dập đầu. mấy nghệ thĩ ảo tưởng sức khán giả lưng qu,2
đi cầu phim xong kịp,2
quốc nghiệp thất nghiệp osen thành osin,2
tao sống nam. tao tao bình thường. mấy đứa phân biệt miền chả bảo ba que nam kỳ dãy bàn tròn,2
ngứa tai đi ngoáy đi dãy trung kỳ nam kỳ ta cười khà khà bắc kỳ phân biệt miền tiêu chuẩn kép,2
quăng hầm ca tra đẹp,2
ui toàn lũ vô học lý nhảy cắn càn,2
mày chiến tranh cặc bày thất học mày cặc mày lo cứu già mày đi cứu địt mẹ tức lắm sủa quài nín,2
vợ mày phò tao dắt tao phối,2
mày có gọ đi mẹ nó là,2
bọn mày nhắc nam kỳ nhảy dựng,2
thằng cháu bại não gia phả hình tròn,2
tẩy chay bọn ba que,2
mày tao dấu,2
xám hối tiên tri vũ trụ dần đi,2
kiện mà. đơn ngu đồng tình chửi vô mặt tội đéo phân biệt bụng eo,2
giấy khen đụng pháp luật giấy truy nã bọn phản động dzui,2
thằng khung lồn,2
lỗi chối,2
mày xong,2
khịa bẩn kiên nhẫn à. đứa thiết nó. đồng tiếng cố giải đâu. khinh bỉ coi tồn,2
mù phân biệt bụng eo,2
hehe đi tiếp kỷ online tiếp đi,2
mày,2
xàm trời,2
thằng ngu lồn,2
mày ngu giả vờ ngu thế. phân biệt khinh sợ à. ngần đầu đi bảo sợ ngu lắm trai,2
mày mỹ bố thí cứt nha. haha. mày giải,2
đọc mấy thành sủa thuê văn,2
thằng ngu lồn,2
mày hả đỉ trần văn danh,2
minh hoàng thằng nè 1 respect,2
giật title đúngchất mươngtrệt14,2
bthg việt nam máu đỏ da vàng cơm xhcn ba que kiểu chướng mắt đầu giường bảo vị trí phòng đấy đầu tiên mặt đất,2
rừng khỉ đi bạn. sống cộng đồng phí đất,2
copy paste mãi chán hả thông minh đi .,2
ỉa đầu,2
đăng video chả đi chục lần. cộng đồng mạng phản ứng gắt bảo vô tình chứng kiến logic,2
cai mẹ mày súc vật,2
áo thôi. bụng jen vấn đề nàng đẹp nha. post vớ vẩn,2
câm mỏ lồn mày giùm đỉ,2
vô duyên trời. bụng bé lắm eo rốn 3cm5cm nha thức viết câu ảnh xàm vãi,2
chẳng xử lý khán giả lưng chế tao mày rồi. ố thằng ó ó,2
bợ tùm lum,2
1 lãnh đạo . xo 3 miền ban đầu chia rẽ. chia 3 miền,2
khùng,2
vợ chồng bốc cứt,2
condi vô danh nín họng lùm lùm đỉ mẹ mày,2
đỉ thả bait ngu,2
ngu hã,2
gia đình dựng clip công an việt nam tị nạn sống tọa nguyện cấm vĩnh viễn việt nam,2
chó,2
tinh trùng khuyết tật dây thần kinh khát tao đái uống mày nhặt bơ thừa sữa cặn nam kỳ tinh tướngtheo mỹ tiếng mỹ đi tiếng việt cútw àkhác đéo mày ỉa,2
vô duyên,2
nam kỳ cứt hahaa,2
bố mẹ mày đẻ mày rát lồn lắm nhỉ. não hữu dụng lắm đấy mày thử sử dụng bao,2
mày,2
mấy thằng ngu ủi sập cổng sợ chạy 49 dám uống tao sợ,2
video í nghĩa mấy bình luận thay đổi phân biệt miền tiktok đi qu giới hạn,2
hannie monaban tội phản quốc âm mưu lật đổ quyền mỹ tử hình . yêu mỹ chế độ mỹ thách mày đứng trắng yêu mỹ thay đổi chế độ đấy .,2
lũ chó ba que chạy tụt quần đéo quan tâm mày. mày chống phá bọn tao bọn tao mày,2
ngu học chống cộng kết,2
khổ dân mỹ lụm vất vả nuôi đám vô dụng,2
đùa đùa chỗ giùm thằng chủ trạng thái phỉ báng jennie lôi gd đứa phát ngôn hãm lồn vâỳ,2
vấn đề tổ chức hai đứa tham gia biểu diễn quỹ bọn phản quốc tổ chức. vô lý .,2
xàm ngôn tưởng,2
học viết ngu thằng nè. bụng đéo mày gầy bụng bình,2
mày ranh hóng chi vậy. 2 đứa thân sinh mày coi nhải ranh.,2
ngu,2
bầu thằng bố mày đấy. gọi nội đi,2
hỏng 1 hệ,2
gthich mấy thằng cứt bốc phét liếm cứt trung thành lắm,2
ả ngụy sẵn sợ chén cơm không. việt nam đi hát lò dò đi mấy thằng chống gậy kia chết đói,2
đui mắt chẳng đi cắm đầu giường,2
dám kẻo chụp mũ khùng điên chắn chống sâu đậm bốn,2
thể hiệu ứng váy má ngu tỏ nguy hiểm bảo danh tách trà kpop tế,2
chửi bình cộng đồng chửi ngu đi. giọng văn cãi cùn sặc mùi câu tương tác đi cứu mày doxx mày đừng khóc,2
bọn ba que dạy mày văn hoá vậy. lũ khát,2
cãi lắmbạn siêubạn bắt buộc án kết luận 2 vợ chồng tội. tao thẳng chẳng án kết tội luật sai sai sai toàn thể dân tộc việt nam,2
học thức dừng đọc viết phát ngôn tí trình độ ngậm câm công ta chửi,2
phe đi giải quyết 1 thể trò chân đứng 2 thuyền hèn lắm,2
khen tài bố mẹ chủ nhật hào lắm,2
chả nhạc nhẽo lọt tai,2
đoàn đấy thành chống cộngngười đàng hoàng đi giao du thành chống phá đất cả.,2
sống pháp luật trừ xấu án sai. ả ta cơm cộng sản thờ ma cộng hòa sai nhất. sai 2 ả phe khủng bố việt nam rối ổn định việt nam,2
up video clip mục bắt đầu đăng tải video thế. thần tượng đấy kiến thức lịch sử việt nam đừng mồm bảo yêu quốc yêu quê hương,2
hãm mày hồ chức quốc ngữ xong miền nam dạy quá. ngu gốc chất đéo sai được.,2
mày khát lắm không. uống,2
điên má,2
giới trẻ,2
ngôn khịa chán,2
ba que cứt cút,2
lỗi tổ quốc cụ tổ đẻ,2
non rap thua hàng xóm,2
địt mẹ mấy bọn xàm lồn,2
bố mẹ chửi cười nhăn nhở. đéo kiểu,2
bao dung đông việt nam tôn dân tộc thể chấp hình ảnh lá cờ ba que. clip diễu hành bôi nhọ xuyên tạc đo thể khung hình được. nghệ sĩ việt nam biểu diễn,2
đéo content đăng canh mấy bp cử động bế giật tít sống chui rúc chó nhục,2
mày ổ kền kền lạ,2
chồng tao tao chồng tao nổi tiếng,2
ngu dốt đăng stt,2
mày xàm lồn,2
đóm câm mồm,2
câm mỏ lồn liền,2
tao tưởng mày đi,2
jack triệubỏ,2
học đi nguu đừng nguu mày,2
đóng góp quỹ bọn chó nam kỳ,2
ảnh đại diện tiểu sử nín họng đi má,2
ổn mặt lồn danh lồn dơ bẩn hùa,2
nín họng đi má,2
tao đổ nhầm sót nhá. nghệ sĩ ưu tú ảnh hưởng xã hội mày 1 phòng lạ. kiểu nhảy giường đâu. quan sát xung quanh 2 vợ chồng khiếm thị trách cả.,2
đổ nhầm phòng chủ đất mỹ việt nam đồ mỹ dân đòi kia cấm luật pháp quyền kết tội ta tra kết án,2
ảnh đại diện phản cảm,2
lỗi ảnh đại diện phản cảm,2
cố tình vô vô tình ta tiếng ủng hộ ba que dân mạng áp ta ủng hộ dân việt nam sai hạ bệ bao vụ lạ cộng đồng mạng,2
đương nhiên sai nghiễm nhiên chấp sọt rác giặc xách balo chạy,2
liên quan liên quan tôn dân tộclà công chúngcó sức lan tỏa cộng đồng cờ ba que đăng mạng. lớp trẻ bây đx sống hòa bình nhẹ coi biết.,2
bố mẹ nuôi học khôn,2
đọc cảm mừng quá. ba que mày ngu đất tao bình yên hôm nay. xưa lũ ngu việt nam cộng hòa cung bao nhiêu vũ khí cong đít chạy. ngu thắng nổithôi cảm ơn,2
tao rảnh đôi co nãy xàm dòng code kỉ tiếp đi,2
đéo lũ khát nàynó đi tiền dân việt nam biến mỹ sống thôitốt cút đất tụi đi,2
bội nghĩa vô ơn,2
mày rớt môn lịch sử tổ tiên campuchia,2
bảo y xưa rớt môn lịch sử,2
tuần tết hồn sót 2021,2
đi kệ mẹ chụp up / chó việt nam tao,2
bọn thu nhập khủng việt nam mình. bọn đu khoản nợ khổng lồ gồng gánh. mấy đât nước. phát triển hội hàng gắn dân tộc tụi chống phá.,2
sủa tụi tao sống hào đất tụi mày sủa mõm.,2
bọn ba que hào lắm,2
sơn hải võ cãy bọn phí công. đơn giản bọn bao dám chưng kèm cờ bố cạnh,2
mày ngon mày hình mày đi dơ kia,2
cháu cambodia,2
mày dơ tao tội bame mày ghê,2
chia rẽ đồng bào mấy thằng da den sứ tư,2
mày dơ dáy tao câu ảnh hưởng mày hình mày hả yêu nghiệt kia,2
bọn thiểu năng trí tuệ bạn. đầu bọn toàn cứt khai thông,2
bớt xạo lồn đi ba que,2
màu hiểuấu trĩ thật.,2
bảo ngu,2
cãi lại. cháu bừa àkiến thức thôidốt nát dốt nát,2
ê má điên hả đứa chả ta sống bình đê,2
tiền đập đéo,2
câu chữ vô tri đồng lo gia đình mẹ chữ,2
đừng tao rủa rủa mẹ mày nha,2
mấy đứa kid tưởng đừng quan tâm,2
ba mẹ mày bao y xưa,2
tội nghiệp mồ côi,2
bụng kêu eo ngu,2
bò đỏ,2
diss. phút tao khẳng định mày ngu bẩm sinh. luyện tập đéo thằng ngu mày,2
chữ quốc ngữ ngu bò tỏ nguy hiểm vãi lồn thiệt. chữ quốc ngữ tu sỹ châu âu truyền đàn bắc dốt mẹ dốt bày dạy đời ngu,2
chả mày viết chữ quốc ngữ đấy. uống đi. đừng cứt đá bô.,2
tổ tông toàn bắc kỳ việt nam 54 dân tộc nha miền nam gốc hoa chăm gốc tàu khựa tổ tông bắc kỳ lập bàn thờ thờ tụi đi ngu nói.,2
tầng 1 cầu cá tra ỉa đầu,2
mày ngu sống chật đất,2
bố mẹ mày hào lắm đẻ jack lồn đứa hỏng,2
điên hong,2
điêu mồm mị dân mày,2
thành nhắc mày xự quê mùa,2
chán,2
cay bố mẹ mày đeo bao,2
thông minh đạo lí bọn nhậu nhẹt nhẹt xã hội chả đạo lí,2
bọn đàn già trẻ lồn tao,2
mày mõm,2
đất bọn tao chiếm bọn tao may bắt nô lệ bọn thực dân chiếm may lắm đấy khóc,2
mày việt nam ngậm mồm ung dung đi.,2
đất tao chiếm tao may chẳng lẽ đuổi mẹ tổ tiên,2
đỉ điên hả,2
mỹ rót tiền mày thời kì đồ đéo lười,2
quần up cờ / tụi mày tao cút,2
mày đéo đỏ cận ết,2
đứa câu thiểu năng trí tuệ phân eo bụng,2
mày lũ ba que nam kỳ đi cút,2
tao trận beff 2018 pjpo mc ill tụi học mcill,2
đéo phân biệt eo bụng hả đỉ ngu ngục,2
đấy gia tộc mi bọn nhét cuống họng sợ,2
sông phạm giếng bọn cờ vàng chõ mõm việt nam cắn phá,2
ba que táp nổi,2
ngu bớt tỏ nguy hiểmbụng eo phân biệt dám mồm,2
tui thầy năng lực,2
eo nằm điên má,2
địt mẹ nết cđg đem,2
set đầm phồng đỉ ôm sát vô,2
mày khùng hả đĩ điên danh. mày đéo viết hoa á.,2
tiktok hỏng giới trẻ giới trẻ hỏng tiktok,2
thành cháu cấp1 cấp2 coment,2
sợ thè lưỡi vẫy đuôi tru tréo đéo giật cắn nhá điên loạn gì. ta nhét khoai họng mẹ mi,2
bơ thừa sữa cặn úp mặt bãi pịa tộp,2
chuồng tộp nốt bãi pịa mau trông ta,2
tao quýnh thua mày,2
trần văn danh đỉ mẹ mày đẻ mày đéo dạy mày hả,2
trộm vía chửi bọn ba que chữ lắm.,2
việt cổ học tập đi đổi kênh,2
câu câu táp chó bọn / diệt đẻ trứng,2
váy đứa đăng nết,2
thể kinh bao nhiêu thi môn văn ảo đấy mặc dốt văn hào thể đè đầu bọn ba que chửi,2
ba que nha w.facebook.com/ lồn.phpus.id/profile10518375927403,2
mày điên mỡ đấy bảo vệ tử cung đàn gái đó. mày tao bình đòi mỡ,2
đổi thành hoa cứt lợn đi óc chó,2
loài misuỵt thè lưỡi vẫy đuôi cắn nhá điên loạn luôn. chuồng tộp nốt bãi pịa mau trông ta,2
tiếng việt việt nam phản diện,2
phụ huynh mi đấy ưhá mõm lưỡi,2
lỗi tao hơi nhiều. tao nhịn đói vòng eo mày.ẹ mày hằng mong ước. lỗi,2
sợ trông ưa bọn đấy đách sợ,2
hình bệnh bệnh nhỉ.,2
tụi kiến thức,2
ngu cút xã hội giùm sống chi chật đất ngu bò,2
sợ lũ khát mày coi tao sợ coi thằng ngu,2
mày dẩm thằng lồn,2
mận thằng lồn,2
bầu điên,2
sợ cặc ưa sợ lũ ba que xỏ lá óc chó ưa biến mẹ,2
mày condi ngu,2
trần văn danh nín họng giùm tích đức đời đi,2
nín mõm đi,2
giám nhắn câu phân biệt miền giám tinh nhắn chửi,2
hào việt nam miếng giấy sợ té đái hạ bái phục khứ lỗi run sợ.,2
mày ôm tiền trốn có. nghi lắm,2
lồn mấy thằng ngu khát mày nổi tình yêu tổ quốc,2
lồn điên kiểu,2
lỗi tui não đọc 1 câu đầu xôi máu tí thù bình luận nghiệpxong đọc đoạn hả hê ghê tội tha tha gian khổ mấy ố bẩn,2
phận dua phận ca li,2
nín giùm đi,2
miền dân tộc quốc gia châu lục yêu thương lấn phân biệt.,2
vãi lồn,1
2021 cdj thời 2017,1
mày kit xào sả ớt,1
bữa toàn cứt tết sợ tập cứt thiên hạ chửi bày than tải,1
má trễ quài tụt ủng hộ nha nha,1
show show gái mẹ mày hỏ,1
kinh tế khăn mày tiết chế hả thổn lò,1
hầm cá tra toàn cá cứt vẽ,1
ụ ẹ đỉ phim mắc,1
mẹ tao 10 thùng xốp lẹ,1
cặc hủy folo,1
tết rãnh hóng mày tụi tao búng trứng dái mày nổ pháo tết,1
buồn dùi cui đút đít đi,1
cứt,1
moá. tao hong,1
wtf tết,1
đéo mac over vâyu,1
đéo nha,1
lồn mẹ,1
mày im mẹ mồm đi. lo đánh,1
đụ mày hóng mãi,1
má ác,1
trần lâm ryan gosling lồn,1
vãi lồn chán,1
chửi chết cđm,1
mày tiền tụi tao gồi nhiệt ết thổn lò,1
bo may chiu,1
vinh râu vỗ dái sợ,1
ngậm cái..ứ..tao. hợp,1
thầy trông mặt lồn trâu,1
mặt mặt lồn,1
thồn lầy dơ,1
chẳng đéo gì. tao phật pháp truyền đạo.,1
khầy lồn,1
trông sư chán đời vấn đề,1
mày hàm hồ,1
thợ tù khôn chó,1
mặt đầu kặt thầy mẹ,1
địt thầy.,1
tu dạo tao dụ,1
bố thằng chư bát giới,1
thầy định mệnh,1
bố thầy,1
địt mẹ khầy,1
thời,1
thầy đéo,1
tiền cúng dường mày.tao cúng bố mẹ tao luôn.phật jr.phật tâm.lúc dái cúng dường cúng chiếu,1
máy miệng rộng. bú lồn ghê lắm,1
mày chó lợn,1
đù mẹ toàn ma,1
khầy lồn khôn . diss bố mấy thằng quỷ kiểm tra tài sản cắp trộm tiền công tiền phật tử cúng dường chùa,1
phật giám hỗn . vị sư đầu buồi này. miệng rộng vãi lồn.,1
mồm lồn no cá dọn bề,1
thèn mỏ tà la lồn trâu,1
